Prix,Boite_de_vitesses,Mode_de_transmission,Immatriculation
34417873.0,24202373.90138675,41172700.47964377,5cb4eede-510e-4f53-934a-51746beda263
8579431.0,14065157.677058354,19470409.716355532,5dcfaf59-920f-4f9e-9847-472ce539ba41
23034270.0,29295262.692050073,19470409.716355532,06fdab94-46c2-45a9-b5ef-11b7a907a91c
9941457.0,14065157.677058354,19470409.716355532,a9ea74ae-b1d7-4ffb-a355-070d5726495c
15471018.0,29295262.692050073,19470409.716355532,7eb1979d-ea06-42b5-91e4-9ebf9c73fa72
42250860.0,36789851.153664306,33864912.690795355,261509c4-9fda-4569-b44a-350bfa46af37
34334416.0,26506478.679209866,33864912.690795355,2ae3d44b-f010-4002-9e94-a0fb65b531ed
22139606.0,29809416.300904978,19470409.716355532,6be89964-37f9-4faa-b59d-c66fdcc081f4
22667057.0,29295262.692050073,19470409.716355532,500ed089-1aa1-4e54-96c5-586612d0e308
38136739.0,29290372.973263122,19470409.716355532,1e9d80a7-9783-4324-b21c-6d4c1632a500
28402256.0,24202373.90138675,33864912.690795355,a1978006-c959-482c-ae86-b48cce4e9ba8
3561298.0,6858093.216200304,7465621.600713013,3be25402-45fb-435a-873f-b9c177dbabb3
5180374.0,14065157.677058354,19470409.716355532,f00dea92-5b3b-4cea-8487-28be86eac3e5
32808812.0,24202373.90138675,33864912.690795355,f7959523-243d-41ff-89f5-bf0298b0f8fa
3337632.0,2232150.4466731064,7465621.600713013,8521483e-0f43-4c0c-8984-5070ad808883
20818974.0,24202373.90138675,19470409.716355532,270a17cc-7d24-469e-a1cc-14cde09e179d
19355463.0,29809416.300904978,19470409.716355532,bb8687f8-1929-4f1d-94d9-cfaebc7a21a3
32848872.0,29295262.692050073,41172700.47964377,f4ca5ba5-850b-4ee1-b90b-0fc2179881d6
26005357.0,29295262.692050073,33864912.690795355,820255f3-f681-4c68-9a9d-f9fd34b73f06
20784256.0,24202373.90138675,35372498.8908031,6c7122d5-1511-4eae-9851-fbe08943344a
36721300.0,36467322.421829894,19470409.716355532,d33d1f64-3092-48e6-b641-3eba2ca053a1
24937101.0,24202373.90138675,19470409.716355532,d9f48f27-4520-45e2-8ba3-6a83cd74f917
19963034.0,24202373.90138675,19470409.716355532,ec139903-d7d3-4e58-8ab3-cef614b70da8
37756173.0,34212183.78684155,41172700.47964377,6020639d-a47e-4676-895b-874ed05f3121
12251561.0,14065157.677058354,19470409.716355532,70a07920-e6de-4166-9818-7b167e61a280
17626224.0,29437328.610117294,19470409.716355532,ea1ddced-e98e-47ef-b903-063a7ac00413
26105506.0,29437328.610117294,19470409.716355532,66de1e9a-1e69-436f-bc0d-98d9526873e4
25471229.0,29295262.692050073,41172700.47964377,36d128c3-d98c-45c0-9539-98a55eeabdac
15626582.0,24202373.90138675,19470409.716355532,a392c620-b02f-4cb9-b538-8ac8824bc6e6
54741443.0,36789851.153664306,33864912.690795355,02f48181-f2f3-4779-be85-61a8fc762f5f
121781184.0,36789851.153664306,41172700.47964377,af77236f-d3a2-45d6-ad1f-26d0c690742e
19562438.0,23653165.445305828,19470409.716355532,21199fd2-bc1d-4005-a356-3c3fc414839d
30411913.0,24202373.90138675,33864912.690795355,219447a4-c7f2-4912-bf7a-94c5233e0333
20437073.0,25565068.316584736,19470409.716355532,189d5c95-244b-4d2f-8911-f300e1fa191a
29897815.0,24202373.90138675,34927072.57614895,19ff84bb-5274-476a-8c3f-018de4d1ff81
16451142.0,24202373.90138675,19470409.716355532,6a0187a7-71a5-486e-b058-19a241998cef
7344260.0,14065157.677058354,19470409.716355532,f47a8e8a-a828-49e6-ac91-58e78fdef7e8
1468184.0,2232150.4466731064,7465621.600713013,b840e5e5-0d85-450f-8de1-5e92d55818b0
22917430.0,24202373.90138675,33864912.690795355,f2ad4c98-bd61-4709-ac79-5c16569114bc
22466759.0,24202373.90138675,19470409.716355532,18e0062d-2b27-49ca-9887-c2f5b0dab892
30359836.0,24202373.90138675,33864912.690795355,1e606d41-0a97-4e26-a655-9ff85b898a21
16491202.0,24202373.90138675,19470409.716355532,9c30b412-a7ae-4420-ba07-5caf62da2fd2
102295527.0,29809416.300904978,41172700.47964377,06e6d3c2-8983-44e1-81b3-42b5f899a641
16624734.0,14065157.677058354,19470409.716355532,71f1c701-555b-41f1-a4c7-7917eafe88b8
21632184.0,24202373.90138675,19470409.716355532,a30468f2-dca7-4396-b902-b45a3ee09cbd
18661097.0,24202373.90138675,19470409.716355532,372b7f1a-bfdc-4c9f-af26-ddb9bfce6cee
60757060.0,56590681.6535342,35372498.8908031,431d72cf-d33b-4e59-a5db-a2713fe1972e
12284944.0,24202373.90138675,19470409.716355532,002018e4-4332-4e6e-930f-a8807a056da6
13386583.0,14065157.677058354,19470409.716355532,50e71c91-9cff-4182-a093-f9fb3cf283ed
26178949.0,24202373.90138675,19470409.716355532,9ad9a50c-1fe4-4294-955b-483267beb9bc
21665567.0,36789851.153664306,33864912.690795355,b953f74a-d2f5-4773-8155-e66fa37cd1fb
28252033.0,36467322.421829894,33864912.690795355,22f91632-a98f-44b2-aca9-f53c275c659e
26472719.0,24202373.90138675,19470409.716355532,04472dd9-c092-48fa-b0a0-1d13522bc67d
15990457.0,24202373.90138675,19470409.716355532,f216a8bb-9463-4dbf-b2d6-29ddb1d92110
24703420.0,29809416.300904978,19470409.716355532,a245de7e-bd66-4091-b014-f887997d5a00
24770186.0,24202373.90138675,41172700.47964377,b5e06596-6215-4f23-b39f-398e4618d63e
7177345.0,12685580.654903455,19470409.716355532,f5307e6a-0695-422d-953c-e1e328cd2fec
51810416.0,56590681.6535342,41172700.47964377,b4a83593-cb0b-4bd4-9df1-4a850ccc95fd
15155882.0,23653165.445305828,19470409.716355532,62ca7891-7e74-4f10-86ba-dfcfb65d8fbc
34952001.0,35024646.505911104,41172700.47964377,40f0e637-b871-4c5c-a6e2-f89b7d47d654
55549312.0,47314850.72588492,41172700.47964377,be809d5d-be2a-4b69-9188-5c755655329d
13687030.0,14065157.677058354,19470409.716355532,be466093-36a3-4a4d-a5b2-1eff8daa52e0
15766123.0,14065157.677058354,33864912.690795355,17ca22b8-0a7f-4373-89c5-c71fdba13e4b
9446721.0,6858093.216200304,7465621.600713013,532412d0-65cc-4bdb-a2b4-13feeddfd078
16023840.0,14065157.677058354,19470409.716355532,2fe1d8c8-c728-4221-b294-6aa6c7d58c3c
35486129.0,35024646.505911104,41172700.47964377,9c0a0ee5-6bbe-469e-a2b5-90f356d7cbd8
28375550.0,40158231.57353714,33864912.690795355,cf1140f7-17bd-4c5d-9edf-29c2970b8113
28630596.0,29295262.692050073,25517806.32511886,0ec88b57-239e-4a72-9f6c-5be0e36f6444
6676600.0,8654939.959484668,7465621.600713013,008eea51-784f-4f16-8c86-8eaa14b0b4cd
3734222.0,6858093.216200304,7465621.600713013,3ad7866a-29ff-455b-8b37-70f8fa6e6422
35920108.0,36789851.153664306,41172700.47964377,ecd85114-0dad-4534-927b-ebbd014f0161
23822109.0,24202373.90138675,19470409.716355532,77a1db6d-5fd1-447f-aa6e-1b81e8958b8d
17374516.0,21043661.273426056,19470409.716355532,e66a61d5-76cd-441c-9059-77288b1f63a3
31179722.0,29437328.610117294,33864912.690795355,60862240-fe81-4c77-aa64-cd0fc0297a64
22132929.0,36789851.153664306,33864912.690795355,e2628ff3-c037-4e7b-8bc6-f5a744ea7033
17325777.0,29295262.692050073,19470409.716355532,7b9bc4ff-3d7c-4907-ae2b-e760c3f160c8
10275287.0,14065157.677058354,19470409.716355532,dd5170fd-d9f4-492f-bdab-ed1f9c0feb8f
1333317.0,6858093.216200304,7465621.600713013,ed338f25-f24d-4077-84c4-909166ff7bdc
15215971.0,14065157.677058354,19470409.716355532,bb62a04b-18fa-43f9-aca0-25cbdabbd63b
27207145.0,24202373.90138675,41172700.47964377,2335ebd5-c075-4550-b19e-f057b6e768cd
7510507.0,10725118.066160789,7465621.600713013,81fb0c12-90dd-4078-b0cf-37a2e4857b7d
26506102.0,36789851.153664306,33864912.690795355,854e2605-ac7a-42c1-a8ea-be13bc5226d4
36748006.0,29290372.973263122,19470409.716355532,56dbc0ea-85a5-4d73-b82f-f73f2abd37d9
22927444.0,24678235.832407784,19470409.716355532,5fd8b1dd-be31-426d-9c76-bb9155ec1cca
17492692.0,24202373.90138675,19470409.716355532,77e38aff-eca3-4758-9905-a67fbbb14c7b
11143245.0,24678235.832407784,19470409.716355532,349846ad-270b-426f-895e-148cc83d1188
8365780.0,14065157.677058354,19470409.716355532,ce682609-a8c2-400a-8e4b-d05d5eee8db6
7677422.0,10725118.066160789,7465621.600713013,7b251ab7-f7c2-4982-ace5-9bd8af634b78
4339122.0,2232150.4466731064,7465621.600713013,547361ed-4a5b-4eec-a6f9-3e2d0b258300
13880651.0,24202373.90138675,19470409.716355532,a7283b39-c4c4-424c-85a8-1f921d3fe56a
23775373.0,14065157.677058354,19470409.716355532,a8d11a2d-7221-4575-a8d1-fe740e36fe35
24289471.0,24202373.90138675,19470409.716355532,e84301e9-c7d2-470d-b98c-cf48a46eb950
18861395.0,24202373.90138675,19470409.716355532,b3cc3d62-e10b-44f4-b572-087bad8a8605
21431886.0,24202373.90138675,19470409.716355532,26ac640c-3fba-48d1-9c70-aecb4ecc41f6
4040678.0,6858093.216200304,7465621.600713013,bb4b5a3e-da3a-488d-a491-142af2afc118
32688634.0,29809416.300904978,19470409.716355532,e5b24ef6-896c-4aa3-9d0c-6c95756a8d32
