Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Puissance_reelle_maxi_kW,Alesage,Course,Prix,Energie_Electrique,Energie_Essence,Energie_Gaz,Energie_Hybride,Norme_anti-pollution_Euro 3,Norme_anti-pollution_Euro 4,Norme_anti-pollution_Euro 5,Norme_anti-pollution_Euro 6,Norme_anti-pollution_nan,Architecture,Alimentation,Injection,Disposition_du_moteur,Puissance_reelle_maxi_ch,Immatriculation
2998.0,5500.0,450.0,24.0,10.2,240.0,82.0,94.6,37989854.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40563542.01660886,25432239.118049614,31460359.978947368,38283176.946385056,29297243.776775926,eb397d34-7726-4184-97ef-3ee9cb7df7d9
1956.0,4000.0,350.0,16.0,17.02,118.0,83.0,90.4,19295374.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,23680251.431862675,61979bb8-a5d8-4ce1-b08d-4673513fb99c
4172.0,2380.0,642.0,24.0,16.26,250.0,84.0,90.0,53018881.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39761696.631123826,25432239.118049614,20898796.57357366,16749752.859122401,42984589.40875651,d2d30bb0-b4ef-4b05-96a1-c5ef57715afb
1598.0,1750.0,320.0,16.0,16.5,88.0,79.5,80.5,17686313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,19422344.035949055,d1a10153-4a02-49f0-8207-c2a009f0ae01
2148.0,2000.0,340.0,16.0,18.0,110.0,88.0,88.3,29944551.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,38283176.946385056,25103235.304740407,952e25cd-f7db-4cd3-8da6-a39e846713ae
1995.0,4000.0,400.0,16.0,16.5,140.0,84.0,90.0,31513552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,38283176.946385056,32552829.481692765,78d8b3fa-0a54-4146-93aa-ad0276e3ec29
1199.0,6000.0,117.0,8.0,11.0,78.0,98.0,79.5,11349552.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10569371.91365135,12179055.950261781,12785061.217168197,16749752.859122401,20342929.7945629,ebfb9821-500a-4af5-8ffc-cb1797c8a07b
2179.0,1750.0,420.0,16.0,15.8,110.0,85.0,96.0,22500142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,21681371.152758133,25103235.304740407,03e73f0b-e930-46bb-a3e9-d942bedd6532
1397.0,3750.0,130.0,8.0,11.0,60.0,80.0,69.5,14264556.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,19406938.01574803,18940612.851445664,21681371.152758133,17626804.12288714,31829eb7-85d7-4eb8-8efa-2b4ad26e1693
1598.0,4200.0,152.0,16.0,10.0,83.0,79.5,80.5,14187775.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,19406938.01574803,18940612.851445664,21681371.152758133,17895679.00867828,ebda22cc-ebd5-43ce-bda2-37b4c23fe3d8
3600.0,3500.0,620.0,24.0,9.4,340.0,100.0,76.4,119983176.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56281913.322649315,29605294.06194205,18940612.851445664,53140633.94515256,32067964.22305741,5722c73f-1633-4055-8ad8-ac4658e309e1
1994.0,3200.0,196.0,16.0,10.2,110.0,92.0,75.0,17626224.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26577894.37373375,19406938.01574803,18940612.851445664,38283176.946385056,25103235.304740407,f85ca2f1-4284-4096-ab30-b80b001ca629
1870.0,2120.0,234.0,8.0,15.319999999999999,72.0,76.5,90.9,14453504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,25432239.118049614,20898796.57357366,16749752.859122401,16525669.476340352,c02d1946-abab-429d-8dc1-b9809fdba34f
1998.0,1500.0,360.0,16.0,16.220000000000002,114.0,85.28,91.84,23361423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,16749752.859122401,28710616.912489228,488e5f09-c121-4947-9088-fde4a1f2cc1f
2998.0,5500.0,450.0,24.0,11.0,240.0,82.0,94.6,39692387.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40563542.01660886,27912203.44233807,31460359.978947368,38283176.946385056,29297243.776775926,55136e6b-d67a-4a48-8408-299cce6d9c07
1996.0,3500.0,389.0,16.0,15.319999999999999,96.0,81.8,89.9,24583241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,12785061.217168197,21681371.152758133,26238120.616200935,c0d3f7fd-ed4a-4ab5-bf5a-49d168a8f36d
999.0,2480.0,200.0,12.0,11.6,92.0,71.7,82.58,14187775.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,25432239.118049614,28931117.84985374,21681371.152758133,20111375.114230692,486e6694-8d32-4728-8ad9-455a1cb7c8e7
50.0,6700.0,72.2,4.8,11.96,0.0,46.260000000000005,44.64,1575678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,f546de19-ae38-40f9-9591-333c1aa6a1df
2198.0,1350.0,330.0,16.0,16.36,74.0,81.72,89.22,20243451.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,16749752.859122401,13707288.63468087,732a1d83-3902-4710-b316-e57920cf3473
2494.0,3500.0,245.0,24.0,10.5,141.0,84.0,75.0,27040230.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40563542.01660886,19406938.01574803,18940612.851445664,38283176.946385056,24861138.821879856,cc724524-3aea-4af1-9302-ade8e5dca0ed
1461.0,1750.0,220.0,8.0,15.2,66.0,76.0,80.5,13286434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,26680972.63857678,21681371.152758133,13322549.713302331,001b1708-b6f0-4557-8dc5-587958b3a6c7
3166.8,4800.0,270.0,24.0,11.32,135.0,88.7,73.66,32047680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35627891.344787516,12179055.950261781,7645246.457534265,16749752.859122401,29236868.341973256,b0c47065-a28b-4dd0-a6d9-33814dde7564
1984.0,4300.0,350.0,16.0,9.6,155.0,82.5,92.8,26779843.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,19757982.332198568,31460359.978947368,38283176.946385056,33048149.61551384,d3279cd5-a448-4bba-941f-258f8f6aac4f
749.0,4000.0,65.0,8.0,12.0,52.0,85.0,66.0,5801965.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16428690.214114057,12179055.950261781,12785061.217168197,16749752.859122401,16573198.62511886,0d04b234-669b-47b8-89f3-a7f8db1ab2d8
999.0,1750.0,190.0,12.0,10.5,88.0,70.0,86.5,13486732.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,25432239.118049614,31460359.978947368,21681371.152758133,19422344.035949055,d33e98b4-73c7-43fd-868d-4e13936a3c91
1598.0,1750.0,340.0,16.0,15.4,107.0,80.0,79.5,22938127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,50516393.43037311,26680972.63857678,21681371.152758133,27609747.672835648,11feaa64-64c3-43ff-8b3c-af7b16b285b8
1242.0,3480.0,119.8,16.0,9.780000000000001,55.0,73.47999999999999,73.42,8132766.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,19406938.01574803,20898796.57357366,16749752.859122401,10072201.053018427,3e197039-a516-4462-b29c-bfb332892b94
2143.0,3200.0,400.0,16.0,16.14,125.0,83.0,93.38,38056620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,38283176.946385056,28607188.75370937,33877e35-3420-48a4-bf09-feb8fb10798e
875.0,1900.0,145.0,4.0,10.0,63.0,80.5,86.0,11083156.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18317894.25011886,25432239.118049614,18940612.851445664,21681371.152758133,14578267.926472178,08adf9f8-6562-42de-a5d4-694c55ae3ed1
249.0,6100.0,80.6,5.6,11.540000000000001,0.0,69.47999999999999,59.239999999999995,5708493.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,c3dc7c3e-8da1-477b-9760-54ed01948d77
2894.0,5400.0,450.0,24.0,10.5,243.0,84.5,86.0,87024140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39761696.631123826,50516393.43037311,31460359.978947368,38283176.946385056,34570142.03341028,623a5dff-7436-40b7-9055-dc6236a8a1e8
1498.0,1750.0,300.0,16.0,16.4,96.0,75.0,84.5,27440826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,26238120.616200935,e31bf766-b860-4e00-9c82-4f7ac92ae8f6
2268.0,3500.0,360.0,16.0,14.9,110.0,86.0,97.6,21031290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,25103235.304740407,0e346cf3-57a3-4d31-beb0-e811e4ff36c9
2998.0,2950.0,400.0,16.0,17.380000000000003,119.0,90.12,97.662,43548791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,30046020.52502007,1714ddce-f10d-4c57-a2ed-5299b5685de0
1499.0,4400.0,220.0,12.0,11.0,100.0,82.0,94.6,31246488.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,27912203.44233807,31460359.978947368,38283176.946385056,25504888.160491057,f1e83222-c56a-4925-8f95-ca772efd3b82
2400.0,4000.0,420.0,20.0,16.5,133.0,81.0,93.15,32762076.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26012059.007075474,27912203.44233807,26680972.63857678,16749752.859122401,27113612.208505984,bbc2d1cc-f5df-4648-97b9-e1418ac10310
50.0,6700.0,72.2,4.8,11.96,0.0,46.260000000000005,44.64,914694.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,db0b9988-4e24-4142-8a49-a075600bbf11
1997.0,5500.0,640.0,16.0,9.5,221.0,83.0,92.3,96143040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,31460359.978947368,38283176.946385056,45007900.95616484,ebbbfcf1-c296-4008-a422-eb7e1ee28c17
1598.0,3000.0,520.0,16.0,10.180000000000001,133.0,83.32000000000001,80.52000000000001,28642614.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27093654.66564013,25432239.118049614,31460359.978947368,21681371.152758133,30130589.349512666,2270089d-f76b-4688-8a70-02215b60489d
1198.0,1250.0,150.0,12.0,10.2,55.0,78.0,83.6,14221158.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,30536239.086159073,31460359.978947368,21681371.152758133,10072201.053018427,ede4c9b6-559a-4762-b77f-f4a0b9fc3d9a
1995.0,2000.0,360.0,16.0,16.0,127.0,84.0,90.0,22299844.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,24288583.645163212,019faf23-d0cb-4216-a0cb-80117e2a9f77
1997.0,2430.0,360.0,16.0,16.240000000000002,96.0,85.4,92.1,32864896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,26238120.616200935,0eaad139-322c-4aec-8628-d10b6466e05b
999.0,5000.0,175.0,12.0,11.5,70.0,74.5,76.4,15983780.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,25432239.118049614,31460359.978947368,21681371.152758133,14827864.650859019,5f9a50a2-c19a-4707-8969-4bf8f3e18df4
2298.0,1500.0,350.0,16.0,17.8,107.0,95.8,104.0,29984611.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,16749752.859122401,27609747.672835648,392c4a76-898d-4f19-8f18-f4d91cbbcd28
1799.0,3720.0,199.6,12.8,12.219999999999999,90.0,85.28,90.12,16275548.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,19406938.01574803,20898796.57357366,16749752.859122401,20725581.670760702,c555feb2-8f1f-4f0e-af54-6959caa6781f
2143.0,3000.0,400.0,16.0,16.8,125.0,85.6,89.32000000000001,28408933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,38283176.946385056,28607188.75370937,0257a120-daf1-4bc5-a674-530794807475
1998.0,5200.0,350.0,16.0,10.2,185.0,82.0,94.6,38256918.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,30536239.086159073,31460359.978947368,16749752.859122401,34336951.3497265,827fcb8b-302c-4bab-9432-70f5515643c1
1999.0,1500.0,500.0,16.0,16.3,177.0,83.6,90.46000000000001,31446786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,16749752.859122401,32301374.641058803,0a19522f-94c7-437a-a6fb-6f7969146f7f
1598.0,1400.0,240.0,16.0,10.5,110.0,77.0,85.8,17225628.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,25432239.118049614,31460359.978947368,21681371.152758133,25103235.304740407,2a0b6606-7f98-4e92-a882-ea23e89550f5
999.0,1750.0,210.0,12.0,10.4,92.0,71.47999999999999,84.92,18227118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,27912203.44233807,31460359.978947368,21681371.152758133,20111375.114230692,39c32cde-3e7e-40c3-8eef-55844aabceb3
2287.0,1800.0,320.0,16.0,15.960000000000003,93.0,88.8,91.4,23202520.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,16749752.859122401,25078866.205913235,81a37cce-667f-4bac-9f2a-da829d0f6584
2925.0,3400.0,600.0,24.0,16.3,210.0,83.8,90.462,47103413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40563542.01660886,25432239.118049614,26680972.63857678,38283176.946385056,45809406.88648735,623658c4-7d2b-46ac-9b82-37955dff9d79
1598.0,4000.0,270.0,16.0,16.5,82.0,78.0,83.6,20764226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,20342929.7945629,76b630f3-2448-42da-9ded-02d792563ef7
2755.0,3000.0,500.0,16.0,15.6,150.0,92.0,90.0,30232980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,16749752.859122401,36509985.77762659,a576a55a-324e-44a3-a577-4327d2589fe1
1969.0,4250.0,400.0,16.0,15.8,140.0,82.0,93.2,39892685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,50516393.43037311,28931117.84985374,21681371.152758133,32552829.481692765,8629c1df-88cc-4d81-9045-c8b8dec1f4cd
1870.0,1750.0,300.0,8.0,16.6,96.0,80.0,93.0,15523095.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,20320639.538488705,ee91fac1-abc3-4b18-ac79-aa81b4d9ee9e
1984.0,3500.0,200.0,16.0,11.5,110.0,82.5,92.8,15055733.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,19406938.01574803,31460359.978947368,21681371.152758133,25103235.304740407,4f07e22e-5a91-4f60-b6f0-81413602debb
1968.0,3800.0,400.0,16.0,16.18,150.0,83.2,94.47999999999999,44606365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,38283176.946385056,36509985.77762659,78537fe4-f7d4-43f0-9279-a5579de7b82c
2287.0,1800.0,320.0,16.0,16.2,96.0,88.0,94.0,30004640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,21681371.152758133,26238120.616200935,9df8a1af-b96a-48c3-9101-e4ca2f421604
1988.0,2000.0,240.0,16.0,9.5,110.0,86.0,86.0,19829502.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,16466949.303909805,18940612.851445664,21681371.152758133,25103235.304740407,6fbaee73-e305-4d79-a5f6-c541475caf49
1781.0,2700.0,284.0,20.0,16.36,110.0,77.4,90.9,16091941.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,25432239.118049614,20898796.57357366,16749752.859122401,25103235.304740407,2f89785b-0687-4093-b757-eafaa3d4b51d
2461.0,3130.0,310.0,11.2,18.2,103.0,81.3,94.0,21720983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26012059.007075474,25432239.118049614,18927839.747107603,16749752.859122401,21464098.990968496,b074e9a1-2883-4701-a029-d36183709331
4367.0,3500.0,740.0,32.0,16.1,249.0,84.0,98.5,64228892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72432422.32934584,50516393.43037311,26680972.63857678,38283176.946385056,31248406.077892613,f04748ad-7b16-436a-a072-62336d4116e5
1798.0,4500.0,250.0,16.0,9.6,118.0,82.5,84.2,19569115.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,31460359.978947368,38283176.946385056,23680251.431862675,a822a8d4-d179-4a5f-ad5d-a79a47b4b70c
50.0,6700.0,72.2,4.0,12.020000000000001,0.0,46.260000000000005,44.64,1468184.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3858695.327737196,12179055.950261781,7645246.457534265,16749752.859122401,7296286.949926859,0d78b21a-7ce2-4ce1-8614-54d47ede36f2
1798.0,3650.0,230.0,16.0,9.6,88.0,82.5,84.1,28549142.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,31460359.978947368,21681371.152758133,19422344.035949055,bcb6d89a-4039-4940-a843-27568bad4666
1248.0,1750.0,200.0,16.0,17.6,66.0,69.6,82.0,11210011.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,13322549.713302331,3879827e-3833-4537-a7b8-c078fdf158d4
1969.0,3750.0,280.0,16.0,16.0,88.0,82.0,93.2,23775373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,26680972.63857678,21681371.152758133,19422344.035949055,5440350f-1bd4-437c-93ab-737dacaccb6e
2287.0,1400.0,350.0,16.0,16.2,96.0,84.0,92.4,34058672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,21681371.152758133,26238120.616200935,27b395c7-ea0d-40b1-8ce2-70915b159b30
1242.0,3000.0,102.0,8.0,11.1,51.0,70.8,78.9,11583901.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,19406938.01574803,18940612.851445664,21681371.152758133,12781125.800405312,6cb16c78-96a5-4e42-b3f6-915a47e3d559
998.0,4500.0,172.0,12.0,10.1,74.0,71.0,84.0,11744139.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,25432239.118049614,31460359.978947368,21681371.152758133,13707288.63468087,053d908e-1aa0-48fa-aab7-9dae0749be7e
1984.0,4700.0,350.0,16.0,11.559999999999999,169.0,83.7,93.1,38483922.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,31460359.978947368,21681371.152758133,26003968.529959735,bd3eca8a-92e8-46b9-96dc-6d6e08ec1403
799.0,3800.0,130.0,6.0,13.5,40.0,65.5,79.0,11083156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16131529.103305785,25432239.118049614,26680972.63857678,53140633.94515256,20756681.614947133,64b1e27a-fe1a-4f22-a5ba-1e8a2d87efaa
1996.0,3260.0,356.0,16.0,15.2,110.0,83.8,92.38,34256299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,12785061.217168197,21681371.152758133,25103235.304740407,8eccd678-0323-4587-b6f8-d7cae059a5a9
1968.0,4200.0,320.0,16.0,18.5,103.0,81.0,95.5,20350277.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,21464098.990968496,62a93f60-e6b0-49de-8edf-a4d7efed3d13
1560.0,1750.0,300.0,8.0,16.06,85.0,75.0,88.3,31980914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,17834545.589479614,22927900.761365093,b8f5d824-7c66-4514-a778-78529259048c
49.0,6700.0,72.2,4.8,11.96,0.0,46.260000000000005,44.64,833907.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,e671a5e6-0ac4-495d-8702-6b6dd3d1acd9
1995.0,4000.0,380.0,16.0,16.5,120.0,84.0,90.0,26138889.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,38283176.946385056,28993201.101633847,e67800d4-1083-43b3-ad23-d301c3f6e469
2287.0,1800.0,270.0,16.0,19.0,85.0,88.0,94.0,24394961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,19757982.332198568,26680972.63857678,16749752.859122401,22927900.761365093,49c5db5c-aaf5-4795-bf68-b2c1db020c82
3700.0,3800.0,312.0,12.0,9.1,155.0,93.0,91.0,23735313.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39761696.631123826,19406938.01574803,18940612.851445664,38283176.946385056,33048149.61551384,f66ede0f-51c2-44b5-8afd-195c486bc386
1149.0,4250.0,107.0,16.0,9.8,56.0,69.0,76.8,7577941.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,19406938.01574803,18940612.851445664,21681371.152758133,10072201.053018427,6b94d92d-7192-45c2-8fd8-1b75c683f2e5
1000.0,6100.0,80.6,4.8,12.2,11.0,71.96,62.74000000000001,8078018.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,47c00dfd-e261-48b2-b905-c06f91f3b70e
5439.0,2750.0,700.0,24.0,9.0,368.0,97.0,92.0,80786860.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72432422.32934584,30721548.883327752,18940612.851445664,38283176.946385056,35897680.044124074,8d877b60-a39b-4ee5-b3b7-255e3ad76ba5
1968.0,1750.0,320.0,16.0,18.5,103.0,81.0,95.5,16865092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,26276015.74640598,18927839.747107603,21681371.152758133,21464098.990968496,3c9e8ea1-b5a8-4bcf-bb88-1abf25c51c94
1997.0,5500.0,400.0,16.0,9.5,221.0,83.0,92.0,47537392.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,31460359.978947368,38283176.946385056,45007900.95616484,61120c28-02e9-4186-aab4-2179ccdef539
1499.0,4700.0,2030.0,12.0,11.0,110.0,82.0,94.6,40927558.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16131529.103305785,27912203.44233807,31460359.978947368,21681371.152758133,25103235.304740407,71caf2ce-72c1-4797-ac4a-447176accc3c
4608.0,4100.0,493.0,32.0,11.8,280.0,94.0,83.0,74577622.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72432422.32934584,19406938.01574803,28931117.84985374,38283176.946385056,34261072.62296749,c2435ae0-f808-40ae-b113-9e10cbf543f1
2999.0,2800.0,375.0,16.0,15.9,110.0,89.6,90.2,24059796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,16749752.859122401,25103235.304740407,cb325100-129e-48db-9a50-7509df934728
1248.0,1500.0,200.0,16.0,16.8,70.0,69.6,82.0,12254232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,14827864.650859019,4c39991f-aca2-4cbd-b5c0-d41f7afbb3e4
1798.0,3650.0,230.0,16.0,9.6,88.0,82.5,84.1,20704137.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,31460359.978947368,21681371.152758133,19422344.035949055,33cdc082-260f-4377-b6af-271fde8182e6
3197.0,3000.0,330.0,24.0,12.5,195.0,84.5,92.8,39538825.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39761696.631123826,19406938.01574803,31460359.978947368,38283176.946385056,32921951.829067443,a9ce9155-3e37-45ca-acc6-59e5008ed81c
1998.0,1250.0,280.0,16.0,11.0,141.0,82.0,94.6,20964524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,30536239.086159073,31460359.978947368,21681371.152758133,24861138.821879856,b48cd6eb-eb34-4b68-b3e3-efbcfdd97d13
2179.0,1750.0,340.0,16.0,16.62,103.0,85.4,91.9,32047680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,21464098.990968496,454c4a15-2c54-4379-8cde-78db7833655b
125.0,6700.0,72.2,4.8,11.96,0.0,46.260000000000005,44.64,1729239.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.950261781,7645246.457534265,16749752.859122401,5304579.614093546,9c862cd5-a172-4f32-879a-8be3b49597e5
2298.0,1250.0,310.0,16.0,15.84,92.0,85.2,87.36,27288600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.118049614,26680972.63857678,16749752.859122401,20111375.114230692,27200b56-2bb0-4112-8d58-3c462c6a54b3
