Mixte,Emission_de_CO2,Cycle_urbain,Extra_urbain,Prix,Immatriculation
7.4,178.0,9.7,6.1,11684050.0,7cfba289-9f3e-4ca9-9a61-6e1a60b4d34b
8.4,222.0,9.2,6.18,31582989.0,bf1881f2-0729-4e18-b4f3-9bb13e4eceb8
7.2,168.0,10.1,5.5,24436356.0,f270f98d-e462-42ca-a74c-a74e815b68ca
12.3,292.0,18.9,8.6,71239322.0,a759a901-ecaf-49a0-ad07-370c17435ce1
6.6,158.0,8.7,5.4,10014900.0,27bc2c1a-06d9-400a-9823-623d677295c5
7.82,167.0,10.42,6.220000000000001,31002792.0,376e7bf1-2d34-415f-92a2-973d0be1ac8f
4.2,110.0,5.2,3.5,13653647.0,fb918277-d7bf-4fec-b4de-eaffdccf6ebf
9.8,234.0,13.6,7.6,66732617.0,fa277467-d582-429b-8e99-b64e0a573447
6.9,153.0,8.780000000000001,5.5,25304314.0,7997021a-667b-4c84-ae59-d879f8cd0e65
9.1,214.0,12.7,7.1,16285563.0,14796fc0-41ba-49c3-99b1-664c95dc3447
5.5,142.0,6.7,4.8,16825032.0,6e4bfd12-e0db-4357-8d9d-a23742aa39da
6.88,176.6,8.36,6.039999999999999,24396296.0,809f5882-4ed3-45c4-97e8-11cbb37fa642
8.0,211.0,11.3,6.1,32301391.0,ee0fee27-ae0d-4d67-9775-da2e2224778a
4.1,108.0,4.7,3.8,35058827.0,52981716-12ac-40bf-aa7e-b16c28d54a43
4.6,120.0,5.6,4.0,30285058.0,0ad35e3a-3b89-44d3-b740-07edc6eb443c
3.8,99.0,4.6,3.4,14922201.0,923c5b27-5cce-40d4-bb23-f42bc0b5364c
6.6,158.0,8.6,5.5,9480772.0,32f3c298-3cec-489d-bba6-24c019901343
10.7,252.0,15.5,7.9,29437129.0,bf1fd90e-301c-41a5-8d19-be7eaa750d39
8.1,194.0,11.4,6.3,12665510.0,fe5b7c07-7d60-433b-9718-232a88ff26c1
2.66,61.0,8.419999999999998,5.28,2002312.0,af325600-dc55-4a81-87db-d3048bc3ddfc
7.6,172.0,8.9,5.62,33683447.0,ceeb2fbc-3a7e-49ba-ab6c-2aad78f5f22b
4.6,122.0,5.6,4.1,34150809.0,9b626b52-ab68-4e97-80e1-61bfeed9c70c
5.040000000000001,113.4,6.0200000000000005,4.58,9008069.0,0fa86b5f-f1dd-499f-a86b-fdd647674e74
6.7,159.0,8.9,5.4,6646555.0,e0188c88-902b-45ee-bcc6-1de464b3c764
5.54,155.0,7.100000000000001,4.639999999999999,21358443.0,94878f5b-1922-421b-8059-e6cc93a0db6c
5.6,125.0,7.1,4.8,21031290.0,47644266-eb7e-4124-91ab-dc84b887f00d
5.4,143.0,6.1,5.1,24770186.0,78e5dc85-c4e3-44be-bf52-5b505f8591d3
4.4,114.0,5.2,3.9,18554271.0,23c6d78d-a89f-403d-bfb9-3a0a1fcd1183
8.56,203.2,12.02,6.720000000000001,57752590.0,92d24df2-da4d-41db-86a5-5d7f45a2258e
2.66,61.0,8.420000000000002,5.28,2036363.0,71f8e50c-85fd-4ab6-a12e-48478ccd4391
5.2,138.0,6.4,4.6,19662587.0,62948b3c-96bf-41ef-bac3-18c0bf3bf081
6.34,150.0,8.299999999999999,5.159999999999999,15379548.0,7b4ad756-cea9-40e8-a6bc-047fae3cd72f
4.3,111.0,5.4,3.6,25471229.0,a9d039bf-433f-4ff4-a59f-e60b588c72ea
4.6,121.0,7.339999999999999,5.1,29190095.0,61c769a2-e32f-466b-9863-954f059ffa96
6.0,139.0,6.0,5.0,11717433.0,e8aa6afd-450e-4351-b029-dba5a062dac4
4.2,109.0,5.1,3.6,12251561.0,31f8c5e7-27e5-4efa-883a-f6150f35cfd8
4.8,110.0,4.9,4.7,37989854.0,d24ddf33-5474-4a52-8af6-323a31bd5d79
4.8,125.0,5.8,4.3,18761246.0,e7b6901b-cfad-4042-bafa-91403bfb6b94
4.3,113.0,5.5,3.6,10248581.0,ff8209b8-e7c5-4748-b322-bae12d56a1f1
8.059999999999999,216.0,12.8,7.540000000000001,62466270.0,f0fd0e57-28a8-41fa-a2e8-690a1d94ddab
4.6,115.0,5.3,4.1,23134419.0,ec6b430c-b772-4fd1-a166-5999354d0bd2
5.88,140.4,7.659999999999999,4.86,13546821.0,9db242fb-a5c0-43a9-9722-296b88558575
4.6,119.0,5.4,4.1,21431886.0,1ac89aea-da25-4e48-8ca4-1be01cdedaee
5.8,154.0,7.8,4.4,34250958.0,188a4b94-778e-4587-ae00-2522163f7459
7.4,197.0,9.3,6.5,26405953.0,0214e5bb-107a-45fd-84b8-9863a1d87659
9.6,216.0,7.5200000000000005,5.38,47203562.0,aa3a867c-392a-4eed-b508-4baaa2280b4a
7.18,213.0,9.16,5.999999999999999,37295488.0,59f7c6bd-8fc1-4d16-ad87-0a0cce2d473c
5.82,140.2,7.6,4.799999999999999,21028619.0,3ef88c32-a338-47e8-bbf5-5c6a99efbb00
7.0,162.0,9.7,5.4,21288339.0,9e67e47e-272e-4228-9e16-a6db38c2f91c
8.6,205.0,11.7,6.9,12151412.0,b9c2d97a-e14b-4b12-97bb-a37013f8440c
5.3,128.8,7.220000000000001,4.9,43292410.0,28c89b14-26b3-4bf2-b0e7-ee5e09454c8d
7.4,175.0,9.5,6.2,9781219.0,3f152c95-c96b-40db-8f3d-7d0d5592e51f
5.1,135.0,6.0,4.6,17225628.0,21cc5c4f-a6eb-4e5d-a3e7-020094ab93d0
6.8,184.0,8.2,6.0,28983121.0,a7d74d7d-10c3-42d5-bc14-a0a25628d824
5.6,149.0,7.2,4.7,20530545.0,3491c82c-ba9c-461b-8d27-0617d4c668de
8.1,217.0,10.8,6.6,30946041.0,094fcbe0-5424-49a2-8db7-68b5555e1bea
4.1,95.0,7.980000000000001,5.14,8142114.0,19d53e69-af37-4b51-a886-2c1ad99b1df9
5.94,116.0,7.720000000000001,4.92,23802079.0,67caca5c-a39a-45f9-a638-e5a1c31d1ec7
9.7,232.0,13.7,7.3,24342884.0,27006672-4555-488d-9d24-4ad851fb6abe
5.12,126.0,6.780000000000001,4.38,22700440.0,972fc9a0-061d-4cce-8948-28f13277c605
3.4,89.0,3.9,3.1,15595202.0,4bfd3c6b-9e31-4aa5-a673-4799038d6eb2
5.0,132.0,7.58,5.3,39158259.0,a746f82f-c79a-40fe-8577-d39dd9d92485
13.8,322.0,17.2,11.8,114436924.0,96c44eeb-b43a-4187-9a6e-5e7d151792ba
4.9,129.0,5.8,4.4,27086966.0,fc3213dc-a36a-459d-a357-cf6fbed7a38d
6.1,146.0,8.1,5.0,11884348.0,c8d9b349-e149-4270-9d9a-4ab5ca201c6f
5.2,120.0,7.380000000000001,4.74,10408819.0,2f3d7dbe-a77b-416d-a547-78f5e861cd0a
4.5,119.0,5.4,4.0,18994927.0,051439f7-7c8a-423b-a02d-b13b9a6f9939
8.6,204.0,12.0,6.6,14054243.0,604e4e17-b8c7-41bd-9f47-c56463205916
6.08,154.8,9.48,6.08,34547399.0,e33e6b04-fad0-466c-ae23-e5136c7c810c
7.9,190.0,10.7,6.2,15763453.0,d4663360-f41d-43b3-94b6-423a61053a87
5.4,126.0,6.8,4.6,24302824.0,f417c967-e5b8-4132-8fc0-ad4dc9282dee
5.8,133.0,7.5,5.0,24069143.0,3b838d59-7b55-4131-9560-c6b323b49172
4.6,119.0,5.9,3.9,13162917.0,2fce9cfb-f8a4-4a4e-97f9-5dc8a7fea54a
3.6,94.0,4.1,3.3,18387356.0,3a7fceb1-8812-4888-96a7-a00c431c88eb
4.92,121.2,6.08,4.2,13058762.0,f7b167bf-a6e8-4ef2-bef0-c7f681da943a
6.7,175.0,7.6,6.2,41374890.0,57ab21a7-8f2c-4113-847b-fdfaa6c15ff8
5.6,129.0,6.8,4.9,10542351.0,7414b857-6e94-439d-9838-c5169d65f6ac
6.0,161.0,7.1,5.4,35212388.0,4d834c64-7d36-43e1-bc78-3676411a19e7
6.1,143.0,8.0,5.0,8866525.0,fcb0d981-7c88-409a-bad9-f1098b1d4a86
7.3,193.0,8.7,6.5,34351107.0,17de3869-0fa5-4f63-86e1-f3faede9db8f
5.42,105.0,7.039999999999999,4.5200000000000005,8945976.0,0859ecc6-cc1f-48bd-b2b1-bc694728cdf6
5.8,137.0,7.0,5.1,36554385.0,22bbab6b-4679-44fc-8588-1b71878375f9
4.9,113.0,9.12,5.840000000000001,23167802.0,205b0818-803c-4aea-9319-9457f0df71df
4.5,119.0,5.2,4.1,23267951.0,7fe0195b-cdc6-4bbe-a421-6ca1ab239dbc
8.7,185.0,12.1,6.6,24696743.0,ac1dc17f-a94c-4870-823c-5fb056ac5096
5.5,118.0,6.18,4.359999999999999,9874691.0,e98aeda0-2933-446a-9c4e-74214130b9ed
5.7,149.0,7.5,4.7,20363630.0,eaa3f918-e33f-4566-a69a-0723fad1e3b5
5.9,136.0,8.1,4.8,11917731.0,fa71cb65-c605-48de-b232-bbf539ace118
4.9399999999999995,156.2,9.22,5.72,25838442.0,ad612d35-9184-4daa-bcfc-7f1c5404281d
8.7,198.0,15.2,8.059999999999999,71706684.0,07da7a3f-0bfc-43a7-a45f-f3f0bfd0418e
6.6,154.0,8.7,5.4,22433376.0,261cf658-3a4d-45bf-a8fa-56eae0c8474a
2.66,61.0,8.420000000000002,5.28,1271225.0,d22228b4-6248-4d90-99c4-15eeefe52b5a
6.2,164.0,8.0,5.2,34417873.0,174bd327-cf9e-4788-b024-524706aed2b5
7.8,192.2,10.9,6.38,25337697.0,d6c9631b-dda9-4418-89e2-0090d0400bbe
5.1,134.0,7.0,4.0,20296864.0,fd91f1a2-143b-43d3-8d28-db85d3466559
3.9,101.0,4.5,3.5,17018653.0,c6e0e0ff-c0de-4fcf-a94d-00e5a5ac2548
5.2,124.0,6.4,4.5,8953321.0,058eb718-79ad-4838-bcb2-01fb8dee977c
5.5,145.0,7.1,4.5,15529772.0,1201a051-6679-4232-84d4-bd1bfca7d718
6.540000000000001,133.0,8.1,5.040000000000001,33309557.0,2e287160-7280-4e41-bdb0-fd54c0561497
8.5,199.0,12.4,6.3,26172272.0,5f3cc80f-fb00-4db9-bdea-bc8b75499703
4.1,107.0,4.6,3.8,15750099.0,31f2b69f-3622-488b-b2af-9366d368b54f
7.8,165.4,9.74,5.76,32641897.0,9d8f2d0b-d05b-4afa-8cae-6c660ed4052e
5.6,132.0,6.8,5.0,13570190.0,787e3641-9813-46f2-9a4a-d871ebe8a99f
7.5,176.0,10.2,5.9,37388960.0,f0143364-ad2e-4a7d-9277-930bc6a39fbb
9.3,246.0,12.2,7.6,41528452.0,07457352-83c9-4555-afec-2efee1d828e3
4.8,107.0,5.4,4.4,14381396.0,b15c2dcd-6669-44b3-8b4b-a615ad439d61
5.5,145.0,6.5,4.9,40693877.0,43e6029e-5cb4-46f4-b3ab-d1768f593cb3
7.0,164.0,9.4,5.6,27941571.0,fe395288-d5fb-40d4-8041-e286dcfbe4d8
5.4,141.0,6.9,4.5,17692990.0,92a26cef-f722-4a0d-b966-ae8bd7ae5e66
5.5,127.0,6.62,4.96,25136731.0,d00478d4-6474-43d3-a138-106e162e6790
5.8,152.0,6.8,5.2,38457216.0,57ed35d5-821d-4af4-9985-24918aacfcce
5.6,130.0,7.3,4.6,23201185.0,e8068647-4c66-49fc-bb85-106caf2a0872
9.3,220.0,12.2,7.6,19428906.0,31c388c4-2c23-4566-acdc-d8e6f3f11a3f
5.94,138.0,7.2,5.140000000000001,24770186.0,f2469e7a-b84b-4695-aa4e-9a8583071733
8.6,200.0,12.2,6.5,34017277.0,c52f4796-06ea-4d05-9cb8-eac2ebba46e0
6.82,170.6,9.1,5.319999999999999,30331794.0,bb734278-5e29-4ec8-9d40-f9d7f25ec73f
6.6,157.0,8.7,5.4,12351042.0,3beee520-0ae9-4ac3-8c86-2bf08386ef9d
4.7,121.0,5.7,4.1,8672903.0,b01f0dac-618c-4551-b22e-be5cfc132cd7
4.6,119.0,5.2,4.2,15547131.0,d153e212-7ba4-446e-a2c7-0bac77a63bcf
7.0,163.0,8.9,5.9,34237605.0,388ac573-047d-41ce-a09b-839634e6e255
5.64,133.0,7.340000000000001,4.64,15089116.0,ac5b7944-dfa9-4591-895d-daf6c9a0fbd3
8.4,201.0,11.8,6.5,14388073.0,f644dfc1-c841-40e6-9675-0d9e1d976652
5.0,135.0,6.1,4.5,34838499.0,0d5d444b-0931-43da-9139-ae62fe77e3fe
8.2,197.0,11.2,6.5,26519455.0,8f1ef2d0-37fe-4a4d-bd62-da215ee88543
4.2,112.0,4.6,4.0,15349503.0,b5f74a1b-6494-4a79-b53c-8a5243ba8abc
5.8,154.0,7.7,4.7,16791649.0,550e29b0-0f01-419d-bb93-b9c0d318dc97
6.7,154.0,8.8,5.5,26005357.0,24862909-0078-4856-963b-e4693cd3b831
6.9,166.0,9.4,5.5,11503782.0,ab5e3590-21ac-4ca6-bac1-2413100c65ea
5.9,154.0,9.98,6.5,31339960.0,4eb094e8-dd1a-4166-a270-3f772c97351f
7.2,155.0,9.5,5.86,29016504.0,eb1ed8c7-8d78-450b-9a5f-6586497d3a3f
5.1,117.0,6.0,4.5,20764226.0,4a74f4da-b239-4048-b5ea-ce1c38d8aa74
11.3,299.0,14.4,9.4,39725770.0,2d8f40b3-a014-4d4e-ac7c-49db25310211
6.0,139.0,7.5,5.1,20263481.0,076c4471-3311-40a8-a8e9-e5d471e23925
6.7,159.0,9.4,5.1,18727863.0,7c2ae4c8-f30f-4ed9-a51a-4b09cfefd679
5.7,130.0,8.440000000000001,5.46,28776146.0,2c16adbd-4723-4a80-87ee-51d9d67ac0d8
6.8,169.0,8.4,5.8,43631581.0,dbb2e175-54b6-4303-9e02-0fa9449423b6
7.6,205.0,9.1,6.7,20630694.0,7f1efef3-c03a-4e9d-9f46-bce3a1b21ec1
8.540000000000001,221.2,11.0,7.08,46833678.0,3497ac01-4bd4-45ef-83dc-8341644cc9f6
5.1,134.0,5.9,4.7,40126366.0,a55fdf64-d862-4a55-a263-0c586bcc5d0c
3.9,89.0,7.18,4.779999999999999,6276004.0,5e34520e-ff94-4e4e-a2fc-c2dc6e02dc57
4.3,114.0,5.3,3.8,18981574.0,d25c7c24-e1a1-4444-af94-6a2307e22bf6
7.7,174.0,9.5,6.6,34417873.0,ae1a87fa-3024-437f-aa22-6f18d4eb6c40
4.3,113.0,5.0,3.9,25704910.0,d774143e-1d63-4b98-99ac-d2d9d7369838
6.959999999999999,148.4,8.94,5.84,16489199.0,5833bc99-5c17-427a-8cb5-08048b427487
8.1,188.0,11.1,6.3,59087910.0,b6e0fc24-2515-4aa9-ba19-9ec073794341
5.9,154.0,7.9,4.7,18560948.0,e1e3cfaa-7a34-4d97-91c8-45d2f608312a
2.6399999999999997,65.4,8.419999999999998,5.279999999999999,2971087.0,45274b79-66b4-4420-a205-6efd19254701
8.7,208.0,11.9,6.9,14988967.0,135c86c6-e681-4033-82db-fb152941a82f
7.7,203.0,9.8,6.5,32969051.0,3a530d3e-5d64-43c8-8cbe-1954f9437933
7.1,186.0,8.6,6.58,32739376.0,67391b8d-4b10-4461-86e9-70a19c2cb522
4.4,117.0,5.2,3.9,21331737.0,df8e4ca2-a7d0-4a6c-a89b-d2129d05c3aa
4.7,122.0,5.7,4.1,21098056.0,7814df48-984a-4bf8-a890-297df6215850
6.5,152.0,8.8,5.2,28275401.0,b9bfc1de-b0a2-4666-8d97-66b6a5158b42
5.1,178.0,6.6,4.2,17926671.0,4a4ed648-a6a8-4c81-9541-5df36fcf9c74
5.7,149.0,6.6,5.1,52144246.0,6174dfe2-499b-442a-af41-d7f27d1a534d
5.74,123.0,7.44,4.76,17559458.0,ab10b69b-9629-4f3e-8ee0-ebdf9f2d2960
6.000000000000001,198.0,7.6,4.959999999999999,29109976.0,c63052f1-7c6b-4f78-a8a7-37e5303db8c8
5.6,149.0,7.7,4.4,21585448.0,b4d4f33c-caa1-4906-a89b-82dd62aad253
6.1,154.0,7.6,5.2,36009574.0,14541926-cbc8-4d43-ac1e-1741edf8601f
7.4,177.0,10.3,5.8,20430396.0,4bb17cf7-045f-4175-9baf-69401f2446f7
5.3,124.0,7.0,4.4,12732276.0,40f05f6c-d8fa-48d1-a83d-9abdd82d4797
6.74,229.0,8.78,5.6,29897815.0,09fe0d2d-1a96-4d0b-9749-4af023becb74
5.9,155.0,7.4,5.16,25104016.0,a8f579a2-8ba2-4669-bcda-2b880d6bed26
5.8,113.0,7.2,5.0,10281964.0,867b777c-5a6d-4bf2-9eb5-e8f986959050
5.6,151.0,7.2,4.7,18113616.0,1c98ebdc-d09e-4aa0-9313-56264b0ce2b7
5.76,138.8,8.419999999999998,5.16,22633674.0,8f6127c3-e3ae-4258-9127-b3b7a6cd40e7
4.5,119.0,5.3,4.1,30572151.0,ec84a7be-e307-4b1b-ab88-76cd4a6ead30
6.9,180.0,8.8,5.7,23267951.0,7504bea8-ad7f-4f3d-aa53-18da218a472f
7.5,195.0,9.080000000000002,5.959999999999999,26070788.0,1391618a-a4f5-487a-ad76-23dc81ceace4
5.34,116.0,6.68,4.6,19061693.0,df74c70d-5adc-4638-a1dd-cef036b7ecc8
8.4,203.0,12.1,6.2,23468249.0,2ce73061-3665-451c-9103-383216d5f512
5.9,143.0,7.4,5.1,7878388.0,a79251c2-9a94-468f-a7e5-eabbba1d6e0b
5.8,149.0,6.4,5.4,30912658.0,ab1ff2fb-afe6-4f26-a835-c4e82b19e33e
6.1,145.0,7.6,5.2,19655910.0,06bba75c-df3b-4dd6-8a52-8672a29a0947
8.0,189.0,11.2,6.1,14287924.0,6c75d3e6-2815-4626-9be2-f2ed856bdede
6.2,163.0,7.2,5.6,35332567.0,b7163b35-df4b-4fc8-81d6-07651a84b8f5
6.2,142.0,8.66,5.26,32341450.0,20dc3ae2-ecb7-495b-8260-84e275576f24
4.7,113.4,8.02,5.06,5668433.0,4ba3a650-1dc9-4508-94a3-3e36e93a30ff
6.4,152.0,8.7,5.1,19095076.0,8192cb8b-e213-48e7-a2fa-9a7fe64affa3
9.1,208.0,12.2,7.4,21015266.0,d8a7175c-0114-4bcb-a795-6e930dcac278
10.360000000000001,253.0,14.34,7.960000000000001,54440996.0,767c6a9a-a9a2-4077-967a-27f9425363ca
11.4,270.0,17.3,8.0,74310558.0,43c524e7-28f2-45e4-aad8-90c0198a527f
5.159999999999999,133.0,6.0600000000000005,4.279999999999999,16150695.0,bcc24b0e-b647-4cd4-9737-bb100175cf2f
4.0,92.0,4.0,3.8,19095076.0,5a049934-62b9-48b1-84e8-b6fde8409319
6.8,177.0,8.4,5.8,31687144.0,e208d0f5-05f0-4bf2-af04-549f87c8e6b8
4.76,119.8,8.58,5.44,43324457.0,2e27fe9b-c133-4e38-a06d-131d2ce4270c
9.0,200.0,11.8,7.3,49587108.0,cd7daebc-a6ff-4905-987d-36a60c67a2aa
6.8,207.0,8.5,5.38,30765773.0,fe8aca57-a2ce-441b-a800-4f22ca181aa2
8.6,222.0,8.5,8.6,34291018.0,49637804-37c7-4879-9938-80f4ba1f3e33
4.3,112.0,5.2,3.7,13737104.0,0dab5b49-13b8-445f-ba72-19b508109506
5.6,129.0,6.4,4.9,22867355.0,74adb79c-69e0-444c-8c31-426a50e22ada
5.2,136.0,6.4,4.5,27340677.0,229ddbce-e6f6-46e7-9e86-c9ab4f714714
6.0,158.0,7.8,5.0,17659607.0,4f416cf5-45ca-4742-bbee-d0a7b4aea9fc
5.4,123.0,6.659999999999999,4.56,14888818.0,2f6f5141-876f-437c-9337-6996aeef12b3
6.000000000000001,140.0,8.82,5.74,45591831.0,5a1302c5-b6cc-49ad-90b3-c3772e5e2c11
8.6,199.0,10.5,7.5,35519512.0,e1fb9050-81f9-475f-9ea1-b016b396e37f
5.7,135.0,7.5,4.7,8646197.0,4b070db8-6dcd-460a-811a-6ea11da0817c
2.66,61.0,8.419999999999998,5.28,2212625.0,2cdc353f-f271-479e-b67a-3811901e64cb
11.6,273.0,16.3,8.9,28008337.0,ebe4a468-58cc-4675-9a4f-c757b4a6f96e
9.1,217.0,13.0,6.8,27207145.0,5b1d9f20-5555-42de-b1e7-8635b8c6e562
5.38,133.4,7.82,4.9,6002263.0,9aa34625-129f-43d0-a7be-9a8d9f38f5e6
8.8,232.0,11.3,7.4,20029800.0,9c10fe1a-3770-464d-9f33-23ece3230e17
6.5,172.0,8.2,6.5,26706400.0,d195049a-7330-47f7-913f-67eb2258ae52
6.1,159.0,7.8,5.1,24109203.0,85487b45-bfb1-41c3-bb5a-da881cfb2602
4.1,107.0,4.9,3.7,18180382.0,254f87bf-c582-4558-b6d5-15609132e706
3.8,99.0,4.2,3.6,16724883.0,e471342c-a94e-4e21-a3af-3a4b3fc31044
3.9,102.0,4.6,3.6,19061693.0,0b946d08-92ef-4c22-a989-9c763180944f
5.8,135.0,7.6,4.9,10415496.0,d62143ac-b66a-4218-a716-91615381120f
5.0,132.0,5.7,4.7,20323570.0,28144af0-8b66-4142-a76b-c717a6da4fe3
6.220000000000001,162.0,7.1,4.96,37756173.0,0e839de6-164f-4e12-a37a-bc5293e12d45
4.6,124.0,5.9,3.8,11850965.0,aaa09486-e371-40dc-b063-0803713a85f9
5.7,133.0,7.0,4.9,28275401.0,a14bee4c-28a0-48a3-8ac5-8a283ab3c420
5.1,134.0,6.5,4.2,21932631.0,173b476a-df14-4e45-83f2-3cd0bb40d4d3
4.8,108.0,7.159999999999999,4.82,9480772.0,022af9a7-c1af-4f6c-92e2-5223269863be
4.2,99.0,5.0,3.8,9874691.0,b90da48b-7dea-4f3b-889d-eb15e332817e
8.1,190.0,11.4,6.2,42897155.0,01321f2f-ba38-4e95-9280-cae1f5e85286
6.9,181.0,8.9,5.8,32581808.0,d5c9ae7a-38e7-4e87-8018-365757b8e29a
7.1,192.0,10.0,5.6,18587654.0,90a7991f-fd9f-4893-939a-485ccb5abb71
6.5,151.0,8.84,5.9,21759039.0,d6db4d0e-4274-456c-bbbd-ac49a78bcb43
10.6,254.0,14.6,8.2,23014240.0,46bb361e-46e7-487b-8bf0-aeedde387fbf
13.1,314.0,18.9,9.8,63020427.0,9c1b8dd8-16ca-4d2a-9b3e-882219fe35ba
8.2,199.0,11.2,6.5,23374777.0,951ecc61-216f-49d9-9b57-b95fafd10ac6
4.7,124.0,5.4,4.3,19829502.0,56d45ffa-3f05-4672-b048-7b45729f1431
4.7,117.0,5.7,4.1,23561721.0,11d41ad5-52bd-4671-b2d0-ff5871c85efd
8.6,225.0,8.999999999999998,6.220000000000001,34274326.0,32649e78-a807-4a92-be23-8a1fd18337a0
6.3,165.0,9.6,5.76,28208635.0,f7d55cc7-3ab4-4b9d-99a8-501c788852b9
6.12,164.0,7.58,4.779999999999999,20223421.0,7487b316-c217-4014-b30f-44f432749678
9.4,224.0,13.1,7.2,32034327.0,b95c63b3-62b7-4101-8d4d-7f7bbe7cce12
2.66,61.0,8.419999999999998,5.28,1522265.0,e4a679ca-bf92-4489-ac95-4d28a8cbd716
7.4,195.0,8.0,7.1,18307237.0,bcfad731-73e5-449f-b531-edd9f8a94f6e
5.5,145.0,6.8,4.8,17085419.0,3b6d226e-e290-49ae-b659-ab4cabb2ae9b
5.8,139.0,7.4,5.0,32882255.0,21a419a2-ced3-4cbf-94c4-7eace7b83ef6
6.18,154.4,8.64,5.619999999999999,29751597.0,130239f4-5565-4bcf-9167-92ac46537f25
4.2,99.0,7.82,4.92,7340922.0,8c426592-cbb0-4bab-b708-b6cef01ebb08
4.8,107.0,5.4,4.4,16708192.0,0c0c7eda-3472-4a66-8af2-02697bd731dc
5.4,142.0,8.28,5.6,19902945.0,0ea86ff8-96f6-415c-9813-b0e3d3882560
6.0,159.0,7.2,5.3,34918618.0,fc2a6dcc-fcfc-4a18-91e9-0fd907313c89
9.0,218.0,12.9,6.7,27540975.0,565cf59e-d557-4289-8598-b8ef76991591
5.5,149.0,7.2,4.7,16491202.0,cfeb0f3d-9beb-4aee-b997-bf8758471986
5.3,119.0,6.4,4.6,14621754.0,519d8597-2643-4750-b873-dc806b9e9536
4.3,112.0,5.2,3.7,11951114.0,6309b029-aa96-4d00-afa7-04b173382344
8.379999999999999,147.0,8.1,6.159999999999999,32715340.0,ba2c7dcf-a218-49c3-b469-9e21d318ed14
11.8,275.0,17.0,8.8,100149000.0,74b38ffa-1ca1-4283-bd50-bdf80ea8029b
3.4,89.0,3.8,3.2,12251561.0,ee11ae48-097f-450a-ab13-6977594eef6f
4.0,103.0,4.7,3.6,25451199.0,c3252a18-7851-4d13-9576-8272a14f9be9
4.8,124.0,5.1,4.6,39979481.0,93f7a9a1-e29a-4ec6-8d1e-c6bcaab9c003
4.5,119.0,5.7,3.9,13426643.0,9dd7f591-ffaa-4677-8fac-c95d76af2349
1.4,32.0,8.24,5.58,25865148.0,f0679062-126d-42d1-99e8-f81898df2780
10.680000000000001,254.0,15.139999999999997,8.2,74243792.0,67e7621d-2c68-4e05-ad9f-9d23bc0e87b4
4.2,109.0,5.1,3.6,10745988.0,e16833bf-8635-4e2e-901e-e1a2bea8489b
6.2,167.0,8.0,5.3,22233078.0,9a963d2d-e79b-4b12-b0af-0dd940972647
5.920000000000001,132.0,6.5600000000000005,4.6,29243508.0,f5b0f734-3c7f-4c76-817f-10af3fb98e8b
4.7,117.0,5.7,4.1,21258294.0,e644df75-1ee6-4496-8bcf-4d35234db4f4
8.0,194.0,11.1,6.2,17826522.0,39fa6c6b-ccee-4e12-8cba-22de45419197
5.4,142.0,7.2,4.4,12418476.0,b0f6188f-45c7-4d2d-af89-1212e6d42900
4.4,115.0,5.2,3.9,27040230.0,0792656a-8073-4b47-964f-551555528dac
5.5,146.0,6.5,5.0,40526962.0,a014ce78-e876-45c4-ba11-3d767ef51094
8.9,212.0,12.8,6.7,16557968.0,1fccea39-72d4-4dfa-a2c2-60d51bd81165
6.8,155.0,8.7,5.7,20891081.0,e90d4793-1878-4435-b8e9-1918b2f591c0
4.8,113.0,5.7,4.3,9948134.0,c6b60b46-d6d4-4243-be4c-4dca4a09ddcf
6.9,180.0,7.82,5.4799999999999995,20474462.0,3f980bb3-88cc-4569-83c6-7909a981b1e6
8.8,211.0,12.5,6.7,31847382.0,0becb704-d154-4476-90ef-30e526dda863
4.7,123.0,5.8,4.0,20697460.0,81bc13b5-e857-4ab4-a60f-55456db7a707
4.3,113.0,5.3,3.7,30044700.0,17cf9a93-91a6-4278-8fb6-709b0b7dc942
4.5600000000000005,107.8,7.480000000000001,4.74,7137285.0,183db777-92df-494b-944b-7cdfe779a734
4.6,121.4,7.24,4.94,35913431.0,f4ab5ea9-b520-49d3-af54-3810d56a66ee
5.359999999999999,130.4,6.62,4.4399999999999995,20733514.0,d9b6daa3-e0d5-4706-98ca-bbcf914f450f
5.5,128.0,6.7,4.8,15623244.0,342cb601-3ab7-4554-8972-b5d8c6e6a12a
7.06,175.8,8.8,6.040000000000001,38698241.0,b37ca6e9-590f-425a-b7c6-75d420076cc3
5.5,146.0,7.2,4.5,20016447.0,51c1094c-9da3-4e54-aaa3-b421f019eb79
7.82,185.0,9.78,6.3999999999999995,47991401.0,d835ccf6-abf0-43ca-986f-80e7fa19c6a5
5.840000000000001,144.6,7.519999999999999,4.860000000000001,27641124.0,6b5c2b3a-bbc2-4865-8f0b-e6fdea2ced39
4.0,104.0,4.6,3.6,13052753.0,141870e6-0d9b-4ef1-bb18-bb1142ce6b68
5.34,115.6,8.24,5.12,5337942.0,4a5a015d-4b89-4209-a9de-8af148785315
5.7,150.0,10.559999999999999,6.92,49840819.0,41e718f5-81dc-4e56-a958-74b8109d4263
7.1,154.4,9.42,5.74,33197391.0,2e099165-d53a-4c2d-a730-f14a40fc158a
2.66,61.0,8.420000000000002,5.28,1067588.0,f6420621-c6fc-414a-9eab-a9cba5e52061
