nombre_de_places,volume_de_coffre,volume_de_coffre_utile,Prix,Immatriculation
5.0,430.0,1869.8,16357002.0,cdf8d1dc-262b-4c5e-93e4-004348efb63a
5.0,309.0,985.6,14534958.0,536ec41e-da61-491c-9433-ea6be91fdbed
8.0,990.0,1327.6,23847480.0,b21be149-18b2-49c5-a54f-c8e4eb61941a
4.0,219.6,857.8,7544558.0,7f8a5c6e-8d57-4626-8cd9-2c942f19646a
5.0,232.4,1058.4,5341280.0,cac910de-9458-4d07-ae2f-d8fd41a2e7a7
2.0,446.0,1406.8,14852764.0,e3826248-4639-417b-bd09-a528294be5cf
5.0,540.0,1560.0,31760586.0,c1bc8c2f-22c0-4812-905a-7378e42f3eef
5.0,620.0,1750.0,45067050.0,ff19e16a-94a5-48df-be1d-834890b173c7
5.0,404.0,883.0,17125479.0,b7cbe08c-b6ee-447c-9007-c31153657540
5.0,281.0,1011.0,20423719.0,7c428a5d-d5c0-4898-b6a2-5c25abe6dee3
4.0,211.0,731.0,19829502.0,94b0cf31-9309-4361-a59e-850074838d98
5.0,470.0,1510.0,26345864.0,1d3751f7-c66d-4621-a780-88fb01080630
5.0,450.0,1390.0,21745686.0,d3f6528a-700c-4095-a874-9677b283c323
5.0,567.0,1774.2,20964524.0,659decc3-2ec5-4386-8cdc-2e001c0aebff
7.0,409.6,2300.0,13658321.0,36b3e4cc-3313-49d2-b8b0-77e0ffe7ab04
8.0,720.0,1171.2,41477710.0,9af15011-2385-4af8-91ac-640f05a8d53c
5.0,520.0,1600.0,29069916.0,c5b294cb-71f7-4e05-a541-b250d05725ee
5.0,380.0,1200.0,24269441.0,0ea1b457-d85f-47ad-bcfc-d89ebf974a0c
4.0,390.0,1137.4,18860727.0,9c797468-ff3b-4d1c-8993-e4b07ef699a9
5.0,292.0,1093.0,13353200.0,4589421d-3121-40de-a459-f651c8688e00
3.0,428.8,1557.8,25109357.0,e2426ee5-030a-424a-908d-a88332eae4d7
9.0,467.2,11500.0,30028008.0,ddaeabb8-bdde-4c03-a622-be60871ee08e
4.0,330.0,1080.0,17325777.0,a1f83067-6401-4be3-9547-65ef5de220de
5.0,490.0,1430.0,36768036.0,0d63e7fe-2481-43f7-b6eb-052d903b3b27
5.0,232.4,1058.4,2736738.0,6b917243-8873-4e74-9692-d4d4a503e906
4.0,129.0,774.0,6202561.0,e7b358b1-6249-4749-84df-2ce3140d16f8
5.0,265.0,1132.0,9821279.0,391ab646-8c0c-46b9-bda9-345b7be9abdd
5.0,262.0,1037.2,6475634.0,3931de54-9610-464a-88ba-0d17722b2af0
4.8,445.4,1183.6,19654575.0,4984f78b-6ea1-4be7-a842-dd3c784fc635
5.0,460.0,1724.0,29377040.0,9a76f90a-dc8d-4d79-b511-9fb3bb910c20
5.0,400.0,810.0,39024727.0,a7ee690a-1ce6-420e-8ec7-896d109f9cf7
4.0,190.0,490.0,20196715.0,3a300a17-8822-441f-abf4-2541df7ebca8
5.0,470.0,1325.8,15135852.0,3b123577-019c-453a-bea6-a309f68436ae
5.0,565.0,1680.0,38523982.0,94eaee2c-8457-4691-9a36-cba683c36ce1
5.0,420.0,1350.0,21598801.0,6ff835f8-3707-4d28-840a-b1ddc9438788
6.0,1410.0,5010.0,33573283.0,80f80469-fcbd-49b5-8711-943877db6285
5.4,456.0,1379.4,20784256.0,0aac736d-4ac9-4d65-a7cf-8f916caa0a58
5.4,562.4,11300.0,20744864.0,913a20ed-14ad-47ef-aa17-edfee1b96aa4
5.0,292.0,996.4,7214066.0,9ac805e3-e07f-41b9-9263-9a508e1f6443
5.0,232.4,1058.4,2135844.0,336f9a07-9c4d-4ed9-9eb6-bf2936264070
5.0,385.0,3848.0,38344381.0,c467bedb-b7b5-4404-bfee-7ebaf141f142
5.0,356.0,1372.0,18293884.0,89d343b6-acbb-4e80-9a57-631825158d2b
5.0,350.0,1050.0,22900738.0,229654d2-91c3-493d-96a3-406fb6089483
4.2,329.6,1143.2,14952246.0,26dc84bd-1db2-4273-9752-b178009a89bf
5.0,232.4,1058.4,2669972.0,3aec651e-d163-497a-b458-9154e16e52f0
5.0,535.0,1315.8,66585732.0,7fe49cb5-27a7-4f98-8e99-f3b895af8eaf
4.4,428.8,1993.0,28115163.0,3c7b8eeb-8961-42af-b619-202a0f2de065
5.0,480.0,1380.6,38156769.0,ca10772e-7229-4096-b97e-1714afbf4c84
2.0,760.0,1194.6,32804806.0,4f6db395-65c6-484e-bb94-c0fbbf6e6d86
5.0,1500.0,495.0,27941571.0,f50b77c6-3728-47e5-9703-540a4132c649
5.0,500.0,1520.0,22019427.0,a6fd9edb-fcc5-4364-99a4-1c16e038553c
4.8,246.2,1031.2,6076374.0,b5e8bf79-169f-4c57-a7d0-c8cd5989bc3a
7.0,356.4,1335.8,14738594.0,f925483a-7ad7-4c33-ae3d-0877f12e2e02
3.0,468.0,3829.0,24941107.0,02b4f592-1764-40dd-976a-b674d0dc87a7
5.2,353.4,1536.8,8011920.0,37682182-5c3b-4341-b1d1-2e4c91da2a95
4.0,400.0,1049.4,31813999.0,9b76f9c6-04dd-47ca-9745-782202a4ce0e
4.6,547.6,1784.2,24377602.0,8139d356-6585-4ba5-88c7-e4204a8bd01f
5.0,280.0,952.0,11670697.0,6bd884e6-481f-4d38-aee5-69086193eff3
2.0,455.6,1333.6,16063900.0,47c421f9-b452-45a7-8a89-d49afa27407b
5.0,500.0,1400.0,74510856.0,cd520e45-dd8e-4e11-8d68-17582921048b
5.0,394.0,1734.0,35205712.0,e10be3ec-c1cb-4501-aa7a-b51ee9343440
5.0,361.8,1212.8,17826522.0,799d3a28-1c9e-4771-b214-19f694376ffa
5.0,435.0,1995.0,14287924.0,de330e20-3632-421b-9b24-a40fd3dbcfce
5.0,232.4,1058.4,4672952.0,a94b91ac-7379-4e22-b82d-0ba086ea27d2
2.0,495.8,3666.4,27236522.0,ef2ffb07-7113-4c93-98d4-3474cc760fd4
4.0,138.0,915.4,7611324.0,dc527b36-3028-4a8c-8788-a725ec777727
4.0,443.8,1357.8,36173819.0,af14bb08-8b61-44c3-a2e2-1a944ae036bb
5.0,452.0,1328.0,25671527.0,7c643841-925d-409a-bdf0-cc97c2b63df3
4.8,246.0,1079.6,6842847.0,3e33d943-6f20-4c0e-a0e9-4ad09ccc032f
5.0,570.4,1800.8,24402973.0,73324dae-7198-4ad4-b517-158b8c0a66f8
5.0,480.0,1300.0,32715340.0,10d1753b-d93b-47f2-b17f-9bd7fae551e5
5.0,330.0,1150.0,15456329.0,b6a8b676-cf14-4015-bbd9-deb76f365944
3.0,1859.6,4287.4,44894794.0,e267db93-bdf2-4a62-bb5f-10e34ff25fc1
5.0,442.0,1940.0,13669671.0,299e73fc-2533-4953-af1c-83cae8175e6b
3.0,463.4,1463.8,17385866.0,b6b08f97-3b1f-4036-baa8-87f177161ad8
5.0,232.4,1058.4,1781317.0,b0fbaeda-be34-42e7-a2ef-7ad2b6d5b378
5.0,852.0,1597.0,22780559.0,2eeb9a7e-c3a5-4e28-a069-0d281005e757
4.0,455.0,1413.4,24983837.0,d718b224-6c51-4faa-9209-971aeb735c0c
5.0,480.0,1500.0,29844402.0,1436e8b2-1767-4f35-baa2-48aec26c63bf
9.0,1556.0,2228.0,35739840.0,8d5016fe-35a1-4b7b-b56f-6645452eaf8d
2.0,767.6,1154.4,26572868.0,8dcf13cf-1d70-4c5d-ab23-6b965160fb59
3.0,445.2,1291.0,17818510.0,8e126d47-fac2-4e60-8f9c-2fae0ddd0bad
4.0,185.0,975.0,7744856.0,3e9d3885-e09b-41e5-984f-edf6b2ef9d34
5.0,530.0,1652.6,48271818.0,0682bfdd-1e6f-42dd-a24c-372e39a1a23e
5.0,440.0,1419.6,119577906.0,78229225-12c4-4070-a727-46c1562040ac
4.6,251.6,879.0,9951472.0,effb79de-5064-48b8-b998-5f870119aa20
4.6,521.6,2334.6,23783385.0,adf040d0-6c07-471e-8719-f34be3f60298
5.0,430.0,1406.0,21698950.0,71bb682f-072b-4ff1-b95a-acc863665fb0
5.0,363.4,1416.0,12662172.0,59182084-8e43-456f-befd-f81d68476333
5.0,520.0,1710.0,13279757.0,7dde5832-9678-4f4f-859a-1c7e8975b5ea
5.0,232.4,1058.4,1782652.0,b6cab9e0-0f1e-43d7-8bc2-969f2f3e74e7
4.0,268.8,1768.0,13863292.0,a66d7540-7718-41a3-baf9-3540b6d55a26
4.8,437.8,1436.4,20156655.0,f71800d3-d242-49c7-bd10-b75476f14fea
4.0,168.0,1024.2,10976330.0,e5776a11-c763-4b06-a9ef-1d01f97273b5
5.0,490.0,1450.0,30311764.0,5c5e627b-8b5e-4640-afd8-52c778e0b168
5.0,482.0,1525.0,13987477.0,712f704a-1291-4b1b-b96c-4d1495474e82
5.0,341.0,1328.0,14822052.0,eede0bac-20d5-4020-9246-2c4f3eb6304c
5.0,520.0,1077.0,33683447.0,a6996f97-be71-4021-9778-2e213098362d
5.0,494.4,1492.0,25137399.0,871fc1be-e23e-4955-adf3-078ccf5d9496
5.0,232.4,1058.4,4149507.0,f00ac1ef-52e0-4eb6-b247-353454efc312
5.0,540.0,1083.0,35552895.0,e9b0b4bd-a972-4dad-b395-bcbac4d0d5da
5.0,673.0,1731.0,56343827.0,6415055a-7695-4173-89b1-e197a97f3ae4
5.0,480.0,962.0,25417816.0,a178864c-162c-46c3-9bf0-7e9331e0691d
5.0,232.4,1058.4,928047.0,df0f3f04-2137-4132-95b8-22fd55051ded
5.0,205.4,1168.4,9146274.0,fd9ecd0c-4706-4b86-815f-09981baa8409
7.0,450.0,1520.0,18293884.0,4bbd27c9-e262-42ed-a5f8-dc0c6dd499fd
5.0,530.0,1377.2,24456386.0,47994a2b-755c-4199-92aa-0bafcfc88484
4.0,270.0,920.0,17305747.0,1993756b-724d-448a-8353-a905978e3543
5.0,530.0,1400.0,33993909.0,14a70f5c-2367-4217-8913-45c17825682d
5.0,289.0,1145.0,12218178.0,c36a63aa-115d-4b54-bb36-5fa2e03796dd
5.0,1655.0,615.0,25911885.0,2d0b2e0a-b01e-4d7d-b73c-1d06b20f10b3
5.0,279.0,730.0,10448879.0,599f014e-272d-49bb-a902-0f3ab3b925b0
4.6,319.8,1069.6,11694733.0,ff6da766-5b42-4114-9b02-bbfadca76833
3.0,354.6,2538.0,21992720.0,2e205f50-8909-45ca-8ed7-4bac8af8787b
5.0,440.0,1332.0,31046190.0,e13f15bf-b881-464a-a20d-b810964a0d75
4.0,270.0,920.0,12939251.0,4c14cc46-a374-4de2-b1e1-2ce133edf1c4
7.0,405.0,1437.2,27697207.0,505260a1-144c-4441-9ecb-65034321b371
5.0,380.0,1282.8,20233436.0,d798dcbe-d5cc-4d08-8937-82c8ada1df6f
5.0,460.0,720.0,19335434.0,5794aae0-4af6-4f7b-878d-457397bce6b9
5.0,501.0,1456.0,28742763.0,b44a973b-d41a-4e87-a685-fd18b6053c84
5.0,378.0,1316.0,14020860.0,16fc939f-8342-47e2-b44f-9da14fd67b36
5.0,360.0,1250.0,25037250.0,fa535082-5a0f-4bce-a609-0e91b9fd6404
5.0,232.4,1058.4,2396899.0,bb8eec03-7731-4703-973a-539530be810a
4.0,380.0,1482.2,40687200.0,6ca0c100-1af9-4f83-b82c-aa5bfa527b45
5.0,977.0,1746.0,34474624.0,9f4a6557-c867-4b88-b35c-01b75b306504
5.0,475.0,1136.2,24903718.0,3de23e36-d6ed-44e0-b9ac-a4fdbf92f6b9
4.0,206.0,775.0,7444409.0,1867208a-e42f-4577-8451-5e206b60fc20
2.0,340.0,1167.0,15054398.0,af6caee7-3ced-4188-a5d7-cf503f08f08c
4.0,270.0,920.0,20029800.0,112a6ce9-76ae-4e89-8853-c669d643d9b3
5.0,232.4,1058.4,4136154.0,b4c23127-fb72-43ae-baa8-4f174be0d9a2
5.0,360.0,1250.0,27454179.0,75d1f523-50c7-46f1-a836-77c3bafcc56e
5.0,434.0,1247.0,26639634.0,8ded0bd5-d8cb-480a-ba58-72a747fe833d
7.0,639.4,1498.2,31735215.0,67f2d524-4a4a-478e-a875-b1d6b6a323c4
5.0,267.0,960.0,10342053.0,ed66ebae-8f19-4e51-8325-3294028b9379
5.0,426.0,1125.0,10442202.0,57d7507d-b0be-42f0-8eb7-3e11b1f3f2a1
5.0,515.0,1154.6,20530545.0,84b1fea8-6ecd-46c8-83b3-dfdc602d3d4a
5.0,460.0,1077.0,33683447.0,9b7aa4e6-6552-411e-8208-6e7f8224a1c5
5.0,232.4,1058.4,1755278.0,525eed1d-85de-400f-9dbb-fb4b62095f1b
5.0,270.0,923.0,12351710.0,620735d3-5354-407f-95ff-81151b042be5
5.0,487.6,1387.6,14992973.0,9f48bd0b-bd59-4074-8d99-7c55a18bfe22
7.0,693.2,1358.6,26910036.0,7342dc13-e205-4652-b97b-30248e9098ca
5.0,315.0,1180.0,9754513.0,8025726e-e5b4-43a2-9abf-629738d6eaeb
5.0,232.4,1058.4,767141.0,f4b77ba2-4304-4cb1-ab81-1dbde60f571d
5.0,428.2,1869.8,16350993.0,54950b34-e095-4e90-ab1c-b1bea4ab709c
4.8,395.4,1174.0,9252432.0,957c519c-f8dd-40ee-b23b-05bba4fc1226
4.8,246.0,1079.6,6870221.0,c980d2af-e0c1-4ed1-8da6-c5b4bfdf2e49
5.0,460.0,1490.0,18994927.0,99f02de0-d56d-48ce-8c7d-9616aa4974eb
3.0,505.0,1553.0,42407093.0,d1f9f59a-a39d-41fb-8941-b5de18cff698
3.0,475.2,1369.6,39518795.0,bdea1545-9e6d-43a7-ba32-6f622dfb858a
5.0,431.6,1450.2,26087479.0,1b091eb9-90e4-4997-bd3f-826a34a1f655
5.0,430.0,1656.6,15556478.0,a882cb06-d593-4097-9763-aedf48e8fcf0
5.0,329.0,2500.0,12385093.0,53b231d0-02f6-49a3-810b-2aae56bef694
3.0,544.0,1638.0,34735679.0,1830f77d-d840-47ac-adcd-0da686e75e0f
5.0,232.4,1058.4,2870270.0,3cf6e81b-b4f7-4e02-8e2c-dc6b6be77dad
3.0,446.0,1348.4,26807884.0,6e0d0da2-7f3e-449a-8ed0-d2d1e03cdb61
4.0,260.0,930.0,15756776.0,d77d6932-83df-409d-b578-4683eaad6272
3.0,470.0,1317.4,28846918.0,b9955b27-e644-40d7-9806-b01e7a718a2a
5.0,600.0,1855.0,48572265.0,b5d4488a-04be-423a-a341-d3c438e6d63c
2.0,345.4,1155.4,13734434.0,be10ea0d-03d3-47f6-bd8a-cb81006fd86f
5.0,546.0,1765.6,27874805.0,b74261bb-5f6c-4921-9841-043f9aad3062
5.0,555.0,1580.0,30378530.0,706cb960-cdd1-48e3-90d9-520a779d91fa
5.0,435.0,1995.0,14822052.0,1365ff87-6049-4614-96d9-d10a5b7fdfa6
5.0,565.0,1680.0,33249468.0,ae9e95e9-6a96-42ec-a786-1c479f248431
4.0,469.2,390.0,45400880.0,0828a2a8-fa00-473d-8615-194876fa7234
5.0,216.0,1200.0,7165327.0,0d4f5874-0272-4c15-b7ad-28da2daa820f
5.0,335.0,1152.0,18113616.0,f2fe0915-a094-451f-9999-7301145c1625
5.0,852.0,1597.0,21391826.0,4374b55e-9da5-470b-a26d-33c8064679d9
5.0,469.0,1552.0,21298354.0,898fdc98-38cc-451f-a371-a2fdb0f0ec4f
5.0,520.0,1293.6,14388073.0,97c7c04c-3c0c-4059-b22a-9e4d1e15e2d1
5.0,334.6,6700.0,19595821.0,51c71dff-07d5-44e3-9789-10e816b4e14b
4.0,390.0,2021.8,36521002.0,ab84be54-39e5-438d-8538-2e55f989a4bf
5.0,532.0,1320.0,16083929.0,c8e51aa7-56bd-4927-897c-de237abc5625
5.0,1050.0,1672.0,16764943.0,2b4798a6-4c96-4f7a-954a-81f763ac9881
5.0,275.0,1020.0,10782709.0,fcdacaf9-5f9b-4862-a1fa-4f01a328ff5c
5.0,575.0,1600.0,23468249.0,4e25805a-5847-445a-94ab-951b58da56ed
4.8,404.0,1866.4,25578055.0,3b7969c7-aa91-4012-adee-7007c7500925
5.0,232.4,1058.4,1701865.0,7b1f6ceb-0db9-4698-9cc9-e0b02d4531a9
4.0,250.0,1192.0,23047623.0,d105b678-4278-4d89-b9f2-437236f43520
5.0,520.0,1600.0,40259898.0,4e97b536-7d7c-4cf9-aadf-ae7ab502187d
5.0,410.0,1255.0,14221158.0,58b2c000-b31e-4a82-ad97-533d84720da6
5.0,229.2,989.0,7043813.0,8d5df5ee-aeb1-4f7e-a886-95d8de3e19a1
5.0,330.0,2500.0,12872485.0,b7c2d807-583e-4b2c-a146-fa6573d6a726
5.0,416.8,1225.0,16132669.0,49385e6c-90e7-41fa-84f7-67b3949875f0
4.6,160.0,898.0,9480772.0,604c2543-fed7-4ffd-95a3-29ed1b51a6dc
5.0,380.0,1459.2,23641841.0,fb431d07-8b26-4f70-a414-cce0644106c9
6.0,835.4,1799.0,31279871.0,d78c64f5-1b77-4ac2-94c6-c36991bd83b0
5.0,288.0,1038.0,11850965.0,ee21df5e-8432-49e5-8180-9037ef555423
4.0,405.0,15600.0,33713492.0,ccc96170-4ba7-44c6-9749-259946423428
5.0,434.0,1247.0,20630694.0,1ff29501-0044-4a86-a99e-de5df8b27a35
5.0,354.0,1189.0,15256031.0,00e9113b-5b1f-4c23-8ffd-a0aa333a0910
5.0,470.0,1384.0,27741273.0,09bc7ae1-6cd0-4916-960b-cfaf9a10765d
5.0,341.0,1166.0,16457819.0,43ba609f-63fd-4f3e-bea6-baf62243f731
5.0,285.6,903.8,10342053.0,edf51928-2832-46e0-b8e9-1f2e6d84ae4a
5.0,201.0,870.0,9340563.0,14efda08-c641-4bf1-b345-a5ed21ecc8af
3.0,511.2,1621.4,29203448.0,23e455ed-4e90-47d5-ac74-6a36f95776df
5.0,468.0,1510.0,29276891.0,83b0b721-2e43-4a79-bc48-b06ee41e1272
5.0,425.0,1190.4,23995700.0,3961fe94-5273-484f-b66e-9ff6caf04c0e
3.0,431.6,1347.0,24011724.0,78d36089-647b-40a4-9d3d-672c784905e0
2.0,260.0,340.0,15322797.0,e17505ce-70e1-46bb-a9cb-e912bdcb4334
4.0,226.0,403.0,21665567.0,e5d16f66-c485-49ff-a212-571f64a130cc
5.0,1486.0,440.0,12485242.0,95b24a0b-bd34-4cfd-92e8-271d85ec28bb
7.0,710.0,1860.0,21939308.0,985b0b5d-7e5e-4ea8-a287-0083a7efd075
5.2,515.0,1257.4,19929651.0,f7010d51-2930-4c8e-ae54-51399b389381
5.0,610.0,1800.0,50808926.0,ed3baa92-e69a-474b-a1f8-596a4093d209
5.0,278.0,941.0,22233078.0,0c8a089e-4328-4e39-932c-b12e6a2795d2
4.0,460.2,1540.4,25202162.0,d254d551-2fcf-4c4d-9f9a-1c23884ccafc
5.0,520.0,1600.0,33850362.0,2e84f306-fc74-424b-b970-a56df45d47a8
5.0,456.0,1653.0,18761246.0,6b43e36f-ad0d-43bd-b6ac-d263d5fc1cc4
5.0,365.0,1100.0,18133646.0,ef014f89-f56e-4847-bd04-6fe2c612da61
5.0,470.0,1274.2,21298354.0,37f5fbd1-e780-4f45-91d9-7b52f45e8d9b
5.0,1557.0,3985.6,25537995.0,9ecfd1da-99a1-40b4-9cb1-eafab5d0cee1
4.0,185.0,550.0,9207031.0,14e2e9a3-f6e7-465e-9057-327f9073a81a
5.0,398.0,1058.4,8739669.0,70f23b7f-cb9e-4b79-9005-a092b2b30feb
5.0,232.4,1058.4,1016846.0,d9a3f1b8-6b8d-45ae-940a-4fc8a9bae9ab
5.0,232.4,1058.4,928047.0,f3573276-c0a5-4760-b031-1754d135a5b9
5.0,312.0,1080.0,8712295.0,ba2ad5fa-b12b-403b-85bc-79c165af87d3
5.0,232.4,1058.4,552822.0,b2ef37dc-26d5-4b56-baec-f95f07dfbeb8
4.0,455.0,829.0,29730900.0,eeee2943-8b86-494b-a953-a5324dfe4ff1
7.0,900.0,2900.0,15890308.0,f0f53075-4ad5-4356-accb-0662405942ab
5.0,750.0,3000.0,8903246.0,0b8e8333-8067-4e58-a351-4b7d312a0119
3.0,455.0,1305.0,24091843.0,89ba3934-bcef-4617-b49c-36cf68dafaa5
5.0,380.0,1270.0,16865092.0,156a79a9-10ab-4308-8016-1f79986a7641
7.0,585.0,1570.0,31513552.0,a253e579-aa25-477b-a9d7-f681e6418644
5.0,423.0,1134.2,15089116.0,40c2a35d-ef53-439f-a867-7226ac78c0ea
5.0,286.0,737.0,12051263.0,b08749d6-78ff-4dfe-bd87-2755f59d2998
5.0,472.0,1746.0,25704910.0,04be24eb-f392-4c26-81a9-44be5af5cba2
5.0,885.0,2430.0,26933404.0,c97b443f-0798-4c27-a90b-75815e68d5cf
5.0,340.0,1210.0,13012693.0,03b23e62-0e4e-4aad-8d96-cfa8e0fb5b10
7.0,645.0,1820.0,17352483.0,343a6dfc-9acd-46ad-ae1d-4e0795ab95f6
5.0,638.0,1510.0,23234568.0,5f9a76ff-5408-40ce-84d5-d2ecaaa41cad
7.0,573.4,1266.8,29136682.0,b9a50605-ee96-461e-b121-fd8048f1c739
5.0,380.0,2549.8,33389677.0,e9ded023-0a13-4dc1-abfa-2f9bc2e338d7
5.0,380.0,1452.0,18517550.0,b847a98a-0e77-46c3-9386-3536f8c647ad
4.0,335.0,1835.2,29644104.0,8e3e0765-ee36-425b-840d-5218c5a99d50
5.0,270.0,670.0,13620264.0,b83b406d-0437-422c-87b2-b6db16187dc3
5.0,526.0,1741.0,16958564.0,c9fcfd25-795f-42e5-8f1b-abb0718c24b1
5.0,3030.0,750.0,24743480.0,1de7d95f-6bcb-4f62-a84b-796878c897b4
5.0,426.4,1578.4,13641629.0,c3687a69-4aa9-42ef-8544-53721a1d6037
5.0,840.0,1600.0,37769526.0,a686be2e-6c1a-4777-85c9-0b5c2fc96330
5.0,362.0,1093.0,12852455.0,e0fc9376-fb4a-4a6b-b782-fed6aaea9508
5.0,1050.0,1900.0,20430396.0,7a400e1c-08ff-4e46-a9ff-241516d20566
5.0,380.0,1274.2,15726731.0,c7b66ea3-a7a2-429b-a4b6-527a94df6458
5.0,408.4,1221.8,15216639.0,96614c31-ac0f-4020-ac7f-87acf6407588
4.0,160.0,680.0,16257521.0,d55b3812-90a7-484c-a57d-891210d2d269
5.0,420.0,1350.0,29143359.0,56f0cce9-27a2-484a-90c4-65456fc99a2c
5.0,530.0,1250.4,18026820.0,08a9c5ff-3708-4c50-9e86-1eb75bd27ee8
5.0,280.8,925.0,10342053.0,fddf586d-51d7-47ad-96e2-e6547751844b
5.0,430.0,1241.0,24509799.0,bfa3ffa7-86e2-4a75-9de8-f6f070985f9d
5.0,232.4,1058.4,5201071.0,be16904b-7074-42df-86ba-13ed46f5364a
5.0,350.0,1170.0,19095076.0,677e4c8d-50af-4a86-b2a7-e35d2a3f4e8e
5.0,262.8,1168.4,9140265.0,41bfb06e-60ad-4112-bce9-a507a6a00501
2.0,691.8,1266.6,28923031.0,9dabd5fd-e75f-462a-94f8-22c3186f7b1d
5.0,540.0,1560.0,30585505.0,0547e071-6e14-450c-9b25-7513824d4990
5.0,505.0,1510.0,33069200.0,c9a64d47-62bb-4d31-8c60-83acfcca5ac7
5.0,264.0,1000.0,10148432.0,c7949d7c-5fcb-41c7-a16a-a078855947a0
4.0,445.0,1982.0,36020257.0,3b8a068d-56ee-447b-9d44-e219769dc897
5.0,341.0,1157.0,22500142.0,7466a7f6-c88b-43ee-8df2-4e3be8919cf6
4.0,335.0,1647.0,28876295.0,0770aac5-65f9-48b8-8555-23f29abb8467
3.8,241.6,1104.6,10681892.0,f84f695d-310e-4873-a3f1-210bec1a9e3d
5.0,486.0,3798.8,38323684.0,38711971-95e8-463b-9389-982164ce5ead
5.0,438.4,1285.6,15195942.0,292991dd-271b-4b66-a1aa-106b044654d5
5.0,417.0,1119.0,23368100.0,e9757c66-bcd4-4a55-98e7-1a03a165a9f6
5.0,450.0,1550.0,30445296.0,11e185d7-1225-4a9f-9e2b-16cd658c3208
5.0,615.0,1032.0,25117369.0,4ce26269-8418-4dfe-ad33-9f88952b550f
5.0,232.4,1058.4,5139647.0,7c4d880d-32fc-40ba-bfe9-a20522578706
5.0,487.0,1537.0,27707890.0,0da02b9a-1c86-4d19-80c2-f9a6b3709db4
5.0,285.0,1100.0,10008223.0,7df7ea3f-aa8b-410b-bf0d-5c440053d06d
5.0,490.0,4010.8,38290301.0,acebb01b-e305-47bf-af0e-f0adfad5033c
5.0,575.0,1481.0,28242018.0,76ad313d-4910-4f7d-8b02-c495a77e7235
4.8,246.2,1031.2,5941506.0,cbbfe486-acef-4747-9173-27e39bbee1f6
5.0,285.0,2000.0,26339187.0,42b30962-78f8-4962-afb5-df03f2ab0d70
5.0,603.0,1731.0,22099546.0,1fa2cbfe-35bf-4176-a397-ca5aca5d6f69
5.0,360.0,1200.0,27974954.0,9f089f27-cd93-42be-8358-e1bcaa8200d8
2.0,200.0,220.0,40426813.0,51f23f44-4c0a-4af3-8a65-b796a4e09f90
3.0,462.4,2979.4,20074533.0,4ec73cfa-ec34-457d-bca7-0bc236e67d9e
5.0,232.4,1058.4,3471164.0,01b23191-ae04-4e59-bb03-59ed5383470f
4.0,535.0,1390.0,39992834.0,19fa4bc7-c83e-4c80-9e60-0005979430b2
5.0,460.0,1385.0,27641124.0,fb486fc9-d84a-4703-953f-3fe529c6b7db
5.0,695.0,1950.0,44165709.0,c441539e-c09d-49d3-b845-787ef2129973
3.0,493.2,2036.8,36089694.0,4b6c2ee4-4779-4736-80bc-3abe39b54a82
5.0,852.0,1597.0,22667057.0,e90226cc-57fd-484b-a0b7-d1dca22c210b
3.0,295.0,979.0,12418476.0,5f8cd6c9-0b9e-49b5-86d8-72e0c7793206
4.4,303.0,5700.0,12193475.0,c2e6da2e-49f2-45c3-b3ed-7947d7ecdc04
5.0,411.0,1495.0,9914751.0,59ccdff9-5d8b-494b-9c1b-76a3adf13600
5.0,380.0,1220.0,22426699.0,c81b64ec-229d-40b8-991c-81b6ca3d3780
5.0,475.0,1459.0,25738293.0,d0835a75-dfeb-43b9-b81e-8c14888691da
5.0,439.0,1277.0,13586881.0,1d3654c5-6781-4f6d-943a-bff6aec5d8f8
5.0,480.0,965.0,28589201.0,3dbfc59e-ba30-4a09-909b-5ae7e27c2f06
5.0,354.0,1189.0,15322797.0,ecf7eba6-8dd7-463a-aab0-7a7cb8b6ba78
5.0,523.0,1604.0,16204108.0,d40eb485-9aa3-4794-a60b-8339603522de
5.0,515.0,1022.0,25838442.0,6d22f423-a810-4bcb-a7ae-20d2f8e6ffb1
4.4,381.4,1583.0,20497162.0,b08790ad-0c58-42d2-899a-a2d691079819
5.0,520.0,1600.0,41895665.0,2c283a04-0c8d-4e29-869f-236f59e1a25e
5.0,341.4,1211.4,31871418.0,9aba3ffc-f904-490c-ae03-e737993e3818
4.0,251.0,959.0,6676600.0,af94cfae-5ece-4e1b-aed4-14cf637f258a
5.0,440.0,1397.8,17085419.0,bbede1ef-2a35-45bd-ab41-7a1e6c832c5c
9.0,769.0,13000.0,25618114.0,b63c23ee-fac3-4349-911a-f4e782b3097e
5.0,471.0,1723.0,16991947.0,44cabf53-0704-4d9a-b1fc-3acc6b75928c
7.0,770.0,1955.0,48892742.0,b792f67e-ba5e-4450-9618-803ab958ed5b
5.0,388.8,1340.6,14928878.0,a0a89ed6-829d-4aae-8af7-b70cc21b09fa
5.0,284.0,1352.2,10615794.0,6691e480-cc79-4c84-990c-3bc51334be5a
5.0,330.0,1190.0,14054243.0,ba13857b-0d59-4ee7-8f60-c482ef2b29d7
5.0,610.0,1800.0,47170179.0,b0eefbec-208c-4d07-b9b5-d8e5d7cccd2d
5.0,286.0,947.0,14488222.0,9c3f5def-a39e-437d-a869-77e29301229d
5.0,416.0,1193.0,23968994.0,8ea627e3-bdb4-472f-9f0c-31023ccd916d
