nombre_de_places,volume_de_coffre,volume_de_coffre_utile,Prix,Immatriculation
7.0,539.0,2691.6,32969051.0,bbc7a384-f78e-4bb0-a9f4-a93775e6446a
4.0,185.0,610.0,21031290.0,5515a928-6d9e-4f9a-9c6f-22fa73681252
6.0,475.8,1120.8,36125747.0,31e80e34-edfb-4a49-ac86-416a6e4c201b
5.0,232.4,1058.4,1996303.0,0e0608a9-a42d-4dd1-893c-40d59a956601
5.0,360.0,1200.0,25337697.0,43156a31-0f7f-4b2c-ad3f-0a28cfce69ab
5.0,575.0,984.0,15890308.0,ea001560-f77d-44a3-867a-18b1c694d2c0
5.0,377.0,1303.8,22233078.0,cd04d633-d48c-496b-a90a-f3d0733baa61
5.8,498.2,1254.2,31512217.0,0f16355f-d1a4-485b-9d45-d2147a486b56
5.0,380.0,1618.4,20296864.0,7d44cb15-465b-4ddc-a51a-2aba50c43e4b
2.0,240.0,1560.0,20997907.0,cdb7abc3-f805-4f08-a9ff-09d65cbf7be9
5.0,350.0,1295.0,13920711.0,050d7d51-4b9c-4302-bb72-d93a25797f6e
5.0,400.0,1280.0,13994154.0,a2422f28-a1f6-4c3d-bdad-86d6ba8625dd
5.0,285.0,1120.0,14054243.0,d485b18c-1176-4088-bdcb-57fc669e26e9
8.0,1200.0,2100.0,30805832.0,131a2973-fefd-4a5c-a991-90c966d16dd0
5.0,350.0,1170.0,24135909.0,503175c8-90b9-4716-9dbb-89f7f4ff6637
5.0,463.0,1365.0,24035760.0,4e8d8cdf-3704-4447-9c5b-d4ae60a01261
9.0,5200.0,9000.0,43566150.0,f9aa35ea-634b-4794-8528-6977a5353eef
5.0,232.4,1058.4,2649943.0,427dee2e-b3d4-439f-9740-1a3c5f338ba0
5.0,1557.0,1045.2,39271761.0,f1eab354-346c-4d1f-8df3-8765d0742716
5.0,565.0,1680.0,46836349.0,3508df78-e16b-4e65-ba6f-d025065ca527
5.0,430.0,1183.6,26172272.0,8d3cfc7b-0031-404d-ba6d-3ec5fa22a0f0
4.0,185.0,610.0,20557251.0,23df446d-7660-438e-a991-8108e26a3947
5.0,410.0,1305.0,43698347.0,d6cb2ccd-f294-486d-8ee6-910684a54395
5.0,522.0,1648.0,23468249.0,3a6a2fc1-74be-41a2-81bd-0615b316cb86
5.0,404.0,883.0,17793139.0,312a3fcf-35d0-44bc-a078-6528fdc014e8
2.0,260.0,350.0,13119519.0,6513ee78-bb45-4d06-938d-810975cb64ad
5.0,565.0,2289.2,45761416.0,a913e5b6-913d-4e29-a767-7b17fb4daec8
5.0,490.0,1430.0,27247205.0,a5659c44-33fc-49d3-a69f-c74543353636
7.0,451.6,1377.2,24444368.0,217fdd77-7810-4a56-8380-959b7d024d15
4.0,390.0,1448.0,25237548.0,61fc4152-da25-46cf-9793-788159a69c7e
5.0,366.0,1171.0,23134419.0,2531897c-d7c7-4ceb-8d32-e7f378541bed
4.8,254.8,1069.0,9414006.0,5c92b53e-08a9-4232-87dc-59e1b3fb9191
4.0,330.0,1080.0,22867355.0,cbce4885-defa-41f1-a53e-75840c4a777a
5.2,441.6,1466.0,27474209.0,b3693beb-7323-4132-8b25-e78eaba36608
9.0,2000.0,3800.0,29642769.0,a0a23921-0132-42da-bc16-b329bac931d2
5.0,560.0,1598.0,23768696.0,11860bd8-8581-4a22-9b44-cf2a8d868799
5.0,360.0,1200.0,21465269.0,6c8d28fc-90c3-4fcf-834a-35a59c03d805
7.0,511.0,1559.6,32856884.0,2ac0f21c-3089-4c45-8713-91fa0819fa9c
5.0,462.0,1459.2,23631158.0,6abe6ed1-8905-4bb5-8aaa-aa9646ba8c78
6.0,1410.0,5010.0,44205769.0,b5644d3e-9bd2-4425-bd26-dd388fdf33a1
5.0,450.0,1390.0,22633674.0,ea076145-7cef-4347-a923-ca6540c5e5c4
5.0,350.0,1305.0,15529772.0,81c8b33a-bebe-4742-a434-572450e65f73
4.2,470.0,4465.4,29604044.0,5a4042f8-e2d7-4429-9194-877534b2f506
5.0,341.0,1166.0,15042380.0,1ff2166d-9647-4897-a5bc-180ebc612580
5.0,321.8,1117.4,11847627.0,10998f9c-ef04-4db7-9c0e-59a2a3c4c251
5.0,405.0,1050.0,23241245.0,dbeee301-e6bd-44a8-9635-e8e0f305ff65
5.0,497.6,1721.0,16951887.0,38b6fe37-6797-458b-8ca4-753ba0e02d96
5.0,460.0,1385.0,31780616.0,e7f307e1-6ad6-4869-996e-97f587ef54cd
4.4,288.8,1060.0,10157779.0,3ff9f950-9b07-47c7-9fd8-569c12b6fe30
4.8,356.6,1075.0,14151054.0,021027ae-723e-4754-8313-fd765a1582b6
7.0,3880.0,530.0,21271648.0,01cb4381-d77f-4d25-96ba-1cf10bcdfca1
5.0,460.0,1492.2,31713850.0,32e2c3dd-0292-4559-be4e-98b98642d91d
5.4,370.6,1426.0,21455922.0,70938c05-a65a-409d-b70b-1870622fe67d
5.0,500.0,944.0,24102526.0,0f42be44-595e-477b-8aec-f3e8d14bf6fe
5.0,715.0,1261.4,15589861.0,391375c9-fe49-42d7-a9dd-99507d0b532d
5.0,456.0,1136.0,79551689.0,fa860c12-f914-4d9d-bef6-0aee9d4b0c71
8.0,990.0,1253.0,26579545.0,9f6f56a5-ca04-4934-9d81-1504ea0932cb
5.0,529.8,2488.8,41228005.0,68d589fd-2fa6-481b-af81-52c42bc0dc2d
5.0,500.0,1510.0,34284341.0,a275c0ec-ca70-4180-991c-b72a5d0bac6c
5.0,1719.0,3103.4,30437284.0,ad0e57ee-b97d-427c-be2e-d2b624b1e1ca
5.0,370.0,1100.0,20830992.0,fc294628-c84e-416e-a675-ac9b806ec419
5.0,360.0,1200.0,20664077.0,ecb2b998-ad0c-4949-a53f-c4e2fa8f688b
5.0,288.0,1038.0,8539371.0,991277c7-5db7-4acf-99e3-0632480863f1
5.0,515.0,1750.6,76280155.0,7fc41644-cd04-46e1-a53d-c33bd2bb7a85
5.0,533.0,1960.0,16457819.0,a6d62ed3-c347-410d-9b30-6621c4214d43
5.0,445.0,1290.0,17385866.0,2f994de7-81b4-4458-8f4e-4b11f2609c4d
5.0,232.4,1058.4,3871760.0,6422e9bf-cdfe-4fc4-8c29-cb6a53e45cf7
5.0,232.4,1058.4,1868780.0,c650bfe2-a40f-43dc-89c8-c7aa28bbdd5b
5.0,295.0,1102.0,10816092.0,9a78622c-1a7b-449c-8fe3-ac607e56211b
5.0,510.0,1263.2,64682901.0,d35aed2f-a03d-466b-afa2-8646036c742a
4.0,190.0,490.0,17025330.0,ecb5bcb0-b6bd-4874-ae6e-546033b0cba9
4.0,390.0,3253.0,31012807.0,c5df41d2-f6a1-4a93-aeba-f3f3d95b88ba
5.0,640.0,1820.0,107660175.0,77e512ef-120b-42bf-af5f-dfb25afd8c17
5.0,673.0,1731.0,52077480.0,d6845ec0-8d54-463a-b845-957aba2190be
7.0,400.0,1172.8,15322797.0,26459f8e-c057-401d-8012-142cee726942
5.0,450.0,1390.0,23601781.0,ccbf4468-f915-406e-860d-8376586438e6
6.0,1193.2,2437.0,31286548.0,b9227839-069b-40e2-9f0c-6735d80b6b84
5.0,450.0,1390.0,22299844.0,306f2ed5-bf17-4196-96b7-9d827f103c80
5.0,520.0,1600.0,30905981.0,3029ee8e-23c9-4841-a4a6-525588a74069
4.6,480.0,1500.0,12418476.0,22745bb4-bcca-4b11-baae-2e2ac0d439d9
5.0,361.0,1024.0,21164822.0,2bba04ca-9cc1-42cd-8b39-11de0c393e7e
4.0,445.0,1416.2,34417873.0,5cb4eede-510e-4f53-934a-51746beda263
5.0,573.0,1518.0,8579431.0,5dcfaf59-920f-4f9e-9847-472ce539ba41
7.0,564.0,2063.0,23034270.0,06fdab94-46c2-45a9-b5ef-11b7a907a91c
5.0,268.0,945.0,9941457.0,a9ea74ae-b1d7-4ffb-a355-070d5726495c
3.0,401.4,1355.6,15471018.0,7eb1979d-ea06-42b5-91e4-9ebf9c73fa72
3.0,761.0,1297.0,42250860.0,261509c4-9fda-4569-b44a-350bfa46af37
9.0,4400.0,8500.0,34334416.0,2ae3d44b-f010-4002-9e94-a0fb65b531ed
5.0,385.0,1281.0,22139606.0,6be89964-37f9-4faa-b59d-c66fdcc081f4
4.0,125.0,660.0,22667057.0,500ed089-1aa1-4e54-96c5-586612d0e308
5.0,565.0,1680.0,38136739.0,1e9d80a7-9783-4324-b21c-6d4c1632a500
3.0,474.0,1439.4,28402256.0,a1978006-c959-482c-ae86-b48cce4e9ba8
5.0,232.4,1058.4,3561298.0,3be25402-45fb-435a-873f-b9c177dbabb3
5.0,400.0,1300.0,5180374.0,f00dea92-5b3b-4cea-8487-28be86eac3e5
3.0,704.0,1151.6,32808812.0,f7959523-243d-41ff-89f5-bf0298b0f8fa
5.0,232.4,1058.4,3337632.0,8521483e-0f43-4c0c-8984-5070ad808883
3.0,358.2,1159.2,20818974.0,270a17cc-7d24-469e-a1cc-14cde09e179d
5.0,422.0,1088.0,19355463.0,bb8687f8-1929-4f1d-94d9-cfaebc7a21a3
5.0,460.0,1385.0,32848872.0,f4ca5ba5-850b-4ee1-b90b-0fc2179881d6
4.0,260.0,305.0,26005357.0,820255f3-f681-4c68-9a9d-f9fd34b73f06
5.0,470.0,1510.0,20784256.0,6c7122d5-1511-4eae-9851-fbe08943344a
5.0,452.0,1065.0,36721300.0,d33d1f64-3092-48e6-b641-3eba2ca053a1
9.0,457.0,13000.0,24937101.0,d9f48f27-4520-45e2-8ba3-6a83cd74f917
5.0,420.0,1228.0,19963034.0,ec139903-d7d3-4e58-8ab3-cef614b70da8
5.0,1179.0,1794.0,37756173.0,6020639d-a47e-4676-895b-874ed05f3121
4.0,182.0,520.0,12251561.0,70a07920-e6de-4166-9818-7b167e61a280
5.0,430.0,1170.6,17626224.0,ea1ddced-e98e-47ef-b903-063a7ac00413
5.0,464.0,1181.2,26105506.0,66de1e9a-1e69-436f-bc0d-98d9526873e4
7.0,502.0,913.0,25471229.0,36d128c3-d98c-45c0-9539-98a55eeabdac
5.0,380.0,1493.8,15626582.0,a392c620-b02f-4cb9-b538-8ac8824bc6e6
5.0,565.0,1700.0,54741443.0,02f48181-f2f3-4779-be85-61a8fc762f5f
5.0,431.0,1304.0,121781184.0,af77236f-d3a2-45d6-ad1f-26d0c690742e
5.0,350.0,1305.0,19562438.0,21199fd2-bc1d-4005-a356-3c3fc414839d
5.0,460.0,1385.0,30411913.0,219447a4-c7f2-4912-bf7a-94c5233e0333
5.0,519.0,1377.6,20437073.0,189d5c95-244b-4d2f-8911-f300e1fa191a
5.0,490.0,1430.0,29897815.0,19ff84bb-5274-476a-8c3f-018de4d1ff81
5.0,2000.0,2900.0,16451142.0,6a0187a7-71a5-486e-b058-19a241998cef
4.0,130.0,712.0,7344260.0,f47a8e8a-a828-49e6-ac91-58e78fdef7e8
5.0,232.4,1058.4,1468184.0,b840e5e5-0d85-450f-8de1-5e92d55818b0
6.0,557.0,1522.4,22917430.0,f2ad4c98-bd61-4709-ac79-5c16569114bc
5.0,381.0,1237.0,22466759.0,18e0062d-2b27-49ca-9887-c2f5b0dab892
3.0,493.6,17200.0,30359836.0,1e606d41-0a97-4e26-a655-9ff85b898a21
5.0,430.0,1840.0,16491202.0,9c30b412-a7ae-4420-ba07-5caf62da2fd2
4.0,125.0,1026.8,102295527.0,06e6d3c2-8983-44e1-81b3-42b5f899a641
5.0,494.0,2119.4,16624734.0,71f1c701-555b-41f1-a4c7-7917eafe88b8
5.0,589.0,1669.0,21632184.0,a30468f2-dca7-4396-b902-b45a3ee09cbd
5.0,341.0,1157.0,18661097.0,372b7f1a-bfdc-4c9f-af26-ddb9bfce6cee
5.0,489.0,1761.0,60757060.0,431d72cf-d33b-4e59-a5db-a2713fe1972e
5.0,1029.0,2410.0,12284944.0,002018e4-4332-4e6e-930f-a8807a056da6
4.8,385.4,1645.4,13386583.0,50e71c91-9cff-4182-a093-f9fb3cf283ed
5.0,380.0,1200.0,26178949.0,9ad9a50c-1fe4-4294-955b-483267beb9bc
5.0,360.0,1200.0,21665567.0,b953f74a-d2f5-4773-8155-e66fa37cd1fb
5.0,370.0,1160.0,28252033.0,22f91632-a98f-44b2-aca9-f53c275c659e
5.0,380.0,1200.0,26472719.0,04472dd9-c092-48fa-b0a0-1d13522bc67d
5.0,1658.0,530.0,15990457.0,f216a8bb-9463-4dbf-b2d6-29ddb1d92110
4.0,211.0,731.0,24703420.0,a245de7e-bd66-4091-b014-f887997d5a00
5.0,422.0,1398.0,24770186.0,b5e06596-6215-4f23-b39f-398e4618d63e
4.0,130.0,712.0,7177345.0,f5307e6a-0695-422d-953c-e1e328cd2fec
5.0,391.0,1580.4,51810416.0,b4a83593-cb0b-4bd4-9df1-4a850ccc95fd
5.0,350.0,1305.0,15155882.0,62ca7891-7e74-4f10-86ba-dfcfb65d8fbc
5.0,575.0,1600.0,34952001.0,40f0e637-b871-4c5c-a6e2-f89b7d47d654
5.0,370.0,2321.4,55549312.0,be809d5d-be2a-4b69-9188-5c755655329d
5.0,350.0,1305.0,13687030.0,be466093-36a3-4a4d-a5b2-1eff8daa52e0
5.0,338.0,1032.0,15766123.0,17ca22b8-0a7f-4373-89c5-c71fdba13e4b
4.8,227.4,993.0,9446721.0,532412d0-65cc-4bdb-a2b4-13feeddfd078
5.0,398.6,2091.0,16023840.0,2fe1d8c8-c728-4221-b294-6aa6c7d58c3c
5.0,555.0,1580.0,35486129.0,9c0a0ee5-6bbe-469e-a2b5-90f356d7cbd8
5.0,485.0,1500.0,28375550.0,cf1140f7-17bd-4c5d-9edf-29c2970b8113
4.0,537.0,1641.6,28630596.0,0ec88b57-239e-4a72-9f6c-5be0e36f6444
4.6,285.2,1023.6,6676600.0,008eea51-784f-4f16-8c86-8eaa14b0b4cd
5.0,232.4,1058.4,3734222.0,3ad7866a-29ff-455b-8b37-70f8fa6e6422
5.0,530.0,1177.8,35920108.0,ecd85114-0dad-4534-927b-ebbd014f0161
5.0,480.0,965.0,23822109.0,77a1db6d-5fd1-447f-aa6e-1b81e8958b8d
4.6,458.6,1806.0,17374516.0,e66a61d5-76cd-441c-9059-77288b1f63a3
5.0,520.0,1474.4,31179722.0,60862240-fe81-4c77-aa64-cd0fc0297a64
5.0,480.0,1315.8,22132929.0,e2628ff3-c037-4e7b-8bc6-f5a744ea7033
5.0,493.0,1954.0,17325777.0,7b9bc4ff-3d7c-4907-ae2b-e760c3f160c8
5.0,231.6,1027.2,10275287.0,dd5170fd-d9f4-492f-bdab-ed1f9c0feb8f
5.0,232.4,1058.4,1333317.0,ed338f25-f24d-4077-84c4-909166ff7bdc
5.0,416.4,1480.0,15215971.0,bb62a04b-18fa-43f9-aca0-25cbdabbd63b
5.0,456.0,1653.0,27207145.0,2335ebd5-c075-4550-b19e-f057b6e768cd
4.2,214.6,842.4,7510507.0,81fb0c12-90dd-4078-b0cf-37a2e4857b7d
5.0,500.0,1510.0,26506102.0,854e2605-ac7a-42c1-a8ea-be13bc5226d4
5.0,480.0,980.0,36748006.0,56dbc0ea-85a5-4d73-b82f-f73f2abd37d9
5.0,319.0,1289.0,22927444.0,5fd8b1dd-be31-426d-9c76-bb9155ec1cca
5.0,435.0,1995.0,17492692.0,77e38aff-eca3-4758-9905-a67fbbb14c7b
5.0,235.0,866.0,11143245.0,349846ad-270b-426f-895e-148cc83d1188
5.0,270.0,1030.0,8365780.0,ce682609-a8c2-400a-8e4b-d05d5eee8db6
4.8,441.2,809.6,7677422.0,7b251ab7-f7c2-4982-ace5-9bd8af634b78
5.0,232.4,1058.4,4339122.0,547361ed-4a5b-4eec-a6f9-3e2d0b258300
4.0,182.0,520.0,13880651.0,a7283b39-c4c4-424c-85a8-1f921d3fe56a
5.0,445.0,1590.0,23775373.0,a8d11a2d-7221-4575-a8d1-fe740e36fe35
5.0,425.0,880.0,24289471.0,e84301e9-c7d2-470d-b98c-cf48a46eb950
5.0,500.0,1370.0,18861395.0,b3cc3d62-e10b-44f4-b572-087bad8a8605
5.0,450.0,1390.0,21431886.0,26ac640c-3fba-48d1-9c70-aecb4ecc41f6
5.0,232.4,1058.4,4040678.0,bb4b5a3e-da3a-488d-a491-142af2afc118
5.0,530.0,995.0,32688634.0,e5b24ef6-896c-4aa3-9d0c-6c95756a8d32
4.0,600.0,1975.0,26002019.0,889a34d7-b3df-40d0-aa76-8ea1bea2c794
5.0,232.4,1058.4,1421448.0,7bb180a7-a41f-4904-bb0e-81b54acfb05f
5.0,530.0,3737.2,39659004.0,743db0bb-4989-4121-9a3c-78148093b203
5.0,404.0,883.0,19161842.0,2adc162f-9e94-40e0-8cda-34be111beae9
5.0,480.0,1982.0,36006904.0,a9e069d3-2f3f-4449-85d3-f19eea8d0731
5.0,1900.0,3500.0,18400710.0,cbda4539-592b-4e53-8c1e-612273af9ed6
5.0,520.0,2021.8,36487619.0,cc25381a-9b3f-4779-a2ea-8077129ab018
5.0,215.0,1320.0,7135282.0,29dfb495-7172-4bfd-a0aa-33ec3fe30bbd
5.0,610.0,1660.0,20330247.0,b7a59d90-3c02-4cfd-bfab-4a8702a098ab
5.0,406.0,1603.0,22533525.0,b9b4285c-69ec-4bd5-a1cc-f3b4e8c15a80
4.0,440.0,1688.6,31647084.0,9cee98ce-4464-436a-a702-5760ae4f1eb0
5.0,232.4,1058.4,3204100.0,7d15e7cc-d7b0-4306-968c-7dcd973a18b0
3.0,486.2,1079.8,35973521.0,f2e9fd75-1a48-4160-977b-f8067de1be72
5.0,352.0,1155.0,18320590.0,a329e4e2-3926-4c92-8909-dd12fa043921
9.0,440.0,1200.0,24296147.0,f3531af3-f787-42bf-821a-39b503b3abce
4.8,295.6,1163.4,8645529.0,03afc232-9e36-4a9a-b31c-1c4980a79616
5.0,520.0,1600.0,28242018.0,a0a31748-d7f1-4ea1-8c72-f364648a621d
5.0,460.0,1385.0,33282851.0,c8c2900a-03e0-4bd5-ad5e-8175b5c023ec
5.0,435.6,1369.8,21198205.0,0d522750-7135-422c-94db-004c4950be7a
