Nom_du_moteur,Energie,Architecture,Alimentation,Injection,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Norme_anti-pollution,Disposition_du_moteur,Puissance_reelle_maxi_ch,Puissance_reelle_maxi_kW,Alesage,Course,Immatriculation
3.0P400,Essence,Six cylindres en ligne,Turbo,Injection directe essence,2996.0,5500.0,550.0,24.0,10.5,Euro 6,Longitudinale,400.0,294.0,83.0,92.29,5c2aea53-68b8-4aa2-9f2d-02108440f8cf
1.9DI116,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,285.0,8.0,19.0,Euro 6,Transversale Avant,116.0,85.0,79.5,95.5,b591badb-4ed3-42f3-a441-571c1e575021
2.0DI136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1968.0,1750.0,320.0,16.0,18.0,Euro 4,Transversale Avant,136.0,100.0,81.0,95.5,d4ce0e89-5fc5-4390-9c03-e796b89bb59f
2.0i170ch,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1995.0,4250.0,210.0,16.0,12.0,Euro 5,Longitudinale Avant,170.0,125.0,84.0,90.0,d924c2b3-b9df-4a4d-98ca-8ec0b6f4e425
2.0dCi180,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,2000.0,400.0,16.0,16.0,Euro 5,Transversale Avant,180.0,131.0,84.0,90.0,7350fb7c-a9a2-458a-9179-7dba79c678ba
1.2VV,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1242.0,4800.0,118.0,16.0,11.0,Euro 5,Transversale Avant,94.0,69.0,73.0,74.2,45b6ec3a-588c-416a-941e-442ff5c1e1f3
1.6,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1598.0,1700.0,260.0,16.0,10.5,Euro 5,Transversale Avant,184.0,135.0,77.0,85.8,be35cf12-fb84-4eeb-bdca-f477ef625052
150.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1498.0,3500.0,140.0,8.0,11.0,Euro 4,Transversale Avant,95.0,70.0,83.0,69.2,346cd1f6-5ed8-4557-86cd-33c1602dca26
1.6HP16v,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1598.0,1400.0,240.0,16.0,10.5,Euro 5,Transversale Avant,156.0,115.0,77.0,85.8,0e78a665-1a6b-4186-9277-395ce763403e
D2,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1560.0,3600.0,270.0,8.0,16.0,Euro 5,Transversale Avant,115.0,84.0,75.0,88.3,a5099cb3-7bce-479a-95d3-daa81c09165c
2.3,Essence,Quatre cylindres en ligne,Turbo,Injection,2290.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,230.0,169.0,81.78,87.35,d2db313c-499a-4cff-b701-9fcf8b3fa7af
2.0,Essence,Quatre cylindres à plat,Turbo,Injection directe essence,1988.0,6500.0,380.0,16.0,9.5,Euro 6,Centrale Arrière,299.0,220.0,91.0,76.0,ce4c5246-4e43-4177-9517-acd74241b790
1.9JD1208v,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1910.0,2000.0,280.0,8.0,18.0,Euro 4,Transversale Avant,120.0,88.0,82.0,90.4,0c5a72b3-7178-49d7-a001-8f20a94cd2d8
1000.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1000.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,69a90482-3238-4e34-a9f8-dd820e0a3045
1.8DI-D,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1798.0,3500.0,300.0,16.0,13.88,Euro 5,Transversale Avant,115.0,85.0,81.78,87.35,4417b6b2-e571-455c-85cf-686bd9416178
550.0,Essence,Bicylindre en ligne,Turbo à géométrie variable,Injection électronique,550.0,5500.0,56.0,8.0,13.88,Euro 4,Transversale Avant,53.0,39.0,81.78,87.35,69d56999-a82f-4d6f-9218-72cbe9910d74
100.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,100.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,570c9074-406d-46b2-a7d4-7152fdee37c6
1.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1240.0,3600.0,110.0,16.0,13.88,Euro 6,Transversale Avant,65.0,48.0,71.0,78.3,24d883cf-3068-4949-8ebf-96997f85f102
1.9Di95,Diesel,Quatre cylindres en ligne,Turbo,Injection,1870.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,95.0,70.0,81.78,87.35,3a027ff4-70e8-4878-85bd-26a34d95759f
2.0DCi150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3497.79,370.0,16.0,13.88,Euro 6,Transversale Avant,150.0,110.0,85.0,88.0,4b481251-135e-40d5-9df4-a10fc967e903
2.3HPi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,3000.0,350.0,16.0,16.2,Euro 6,Transversale Avant,136.0,100.0,88.0,94.0,e9916268-b28f-44c6-8a88-2296a0a11268
2.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,2261.0,4000.0,208.0,16.0,13.88,Euro 6,Transversale Avant,161.0,118.0,89.6,91.0,449721bd-289b-46f7-aa9b-95620d78bfde
180K,Essence,Quatre cylindres en ligne,Compresseur volumétrique,Injection multipoints,1796.0,2800.0,230.0,16.0,9.3,Euro 4,Longitudinale Avant,156.0,115.0,82.0,85.0,93738096-d2f7-4bdb-ab22-bf5f3cd342c5
2.3Mjt130,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2287.0,1800.0,320.0,16.0,16.2,Euro 6,Transversale Avant,131.0,96.0,88.0,94.0,a6fd0af6-ff7c-4a71-80e9-88b82eb37a6a
2.2SKYAC-D150,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,2191.0,4500.0,380.0,16.0,14.4,Euro 6,Transversale Avant,150.0,110.0,86.0,94.3,8c4f8ee5-a812-4fc8-b5c1-6c38cc62cbdb
2.0SKYACIV,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1998.0,4000.0,205.0,16.0,13.0,Euro 6,Longitudinale Avant,184.0,135.0,83.5,91.2,e7e7894e-3ff8-45a4-8f6d-c4aff054736d
1.6urbo,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1598.0,5400.0,240.0,16.0,10.5,Euro 5,Transversale Centrale,184.0,135.0,77.0,85.8,e1ab30a8-8c9f-4475-a3fc-76c26abb3cf7
1.6,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1595.0,3800.0,148.0,8.0,10.5,Euro 4,Transversale Avant,102.0,75.0,81.0,77.4,d388ff6a-eed1-4c50-a117-fc285c73c992
400d,Diesel,Six cylindres en ligne,Turbo,Injection directe à rampe commune,2925.0,3600.0,700.0,24.0,13.88,Euro 6,Longitudinale Avant,340.0,250.0,81.78,87.35,59cd6b04-b06f-4e53-adb0-199e9d9684fd
1.5dCi90,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,1750.0,200.0,16.0,15.5,Euro 5,Transversale Avant,90.0,66.0,76.0,80.5,2e33399d-d1b1-4f41-a006-06620adc921b
1.5dCi105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1461.0,2000.0,240.0,8.0,15.6,Euro 4,Transversale Avant,106.0,78.0,76.0,80.5,5f5e8102-76b7-4b74-bba1-fd84c47ba67f
2.0EcoBlue105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3497.79,360.0,16.0,13.88,Euro 6,Transversale Avant,105.0,77.0,81.78,87.35,65ecbb2d-a272-4779-a533-c1789790643f
2.5i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2494.0,3500.0,245.0,24.0,10.5,Euro 6,Longitudinale Avant,192.0,141.0,84.0,75.0,4b05e3d5-daf8-4f03-b224-e0dad2919ba1
1.4,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1391.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,60.0,44.0,81.78,87.35,52875fc4-4ca8-46aa-9270-557548887004
2.0,Essence,Quatre cylindres en ligne,Turbo,Injection,1985.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,185.0,136.0,81.78,87.35,cf5cf8c4-a9bd-4bc4-9560-d79168369e36
1.4SI,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1395.0,5000.0,200.0,16.0,13.88,Euro 5,Transversale Avant,122.0,90.0,81.78,87.35,de4e56ee-3e19-4448-b1d9-e1d668fa3dee
2.0FSI150,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1984.0,3900.0,270.0,16.0,13.88,Euro 6,Longitudinale Avant,150.0,110.0,81.78,87.35,87b48c24-a743-4ff2-9392-60b24abb2ddc
1.5dCi65,Diesel,Quatre cylindres en ligne,Turbo Basse Pression,Injection directe à rampe commune,1461.0,2000.0,160.0,8.0,17.9,Euro 3,Transversale Avant,65.0,48.0,76.0,80.5,cc023b6c-2113-4687-a9c9-6f1044225c11
300.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,304.0,3497.79,294.79,4.0,13.88,Euro 4,Transversale Avant,0.0,0.0,84.0,54.8,305f40a1-789c-47c6-bebf-32790a5e714b
270CDI,Diesel,Cinq cylindres en ligne,Turbo,Injection,2685.0,3497.79,294.79,20.0,13.88,Euro 6,Transversale Avant,177.0,130.0,81.78,87.35,9ce9baa8-4aea-4a37-9083-1338da7e4223
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,3750.0,148.0,16.0,10.0,Euro 6,Transversale Avant,110.0,79.0,79.5,80.5,59968385-eff1-47f0-8280-fa268d41853b
1.4FSI125,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1395.0,5000.0,200.0,16.0,10.5,Euro 6,Transversale Avant,125.0,92.0,74.5,80.0,60f12861-9ccd-457f-9eba-58443a87135a
4.0V8,Essence,Huit cylindres en V,Atmosphérique,Injection,3996.0,3497.79,294.79,32.0,13.88,Euro 6,Transversale Avant,294.0,216.0,81.78,87.35,76eb9e38-0819-4916-b985-2137691db51e
150D-4D,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2231.0,3600.0,340.0,16.0,15.7,Euro 5,Transversale Avant,150.0,110.0,86.0,96.0,5ace914f-c448-4121-83d2-ab0073bcfc3c
1.0ESI95,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,5000.0,175.0,12.0,10.5,Euro 6,Transversale Avant,95.0,70.0,74.5,76.4,b743c4d2-6b0c-43fb-ae3c-c6f75cd97f14
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4200.0,152.0,16.0,10.0,Euro 4,Transversale Avant,115.0,83.0,79.5,80.5,fbca37b2-f3bf-42f5-9a94-2ff9802d3082
2.3HPi156,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,3497.79,400.0,15.58,13.88,Euro 6,Transversale Avant,158.0,116.0,81.78,87.35,82446299-c5e0-4623-9d57-be401a51c0dd
1.2e-HP,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,1199.0,1500.0,205.0,12.0,13.88,Euro 6,Transversale Avant,110.0,81.0,75.0,90.5,72cae60c-877b-4e88-9fc6-0ef9ae70942b
1.2SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1197.0,4600.0,175.0,16.0,13.88,Euro 6,Transversale Avant,110.0,81.0,71.0,75.6,7683a313-c69a-407b-9d1a-8573766e9e9a
1.8,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1769.0,4000.0,163.0,16.0,13.88,Euro 6,Transversale Avant,114.0,84.0,80.0,88.0,58ffb99b-6e54-4712-b883-b25738afba5e
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1587.0,4000.0,147.0,16.0,11.0,Euro 3,Transversale Avant,110.0,80.0,78.5,82.0,e302a417-d893-4283-9487-47ef1eead291
3.0i306ch,Essence,Six cylindres en ligne,Turbo à double entrée,Injection directe essence,2979.0,5800.0,400.0,24.0,10.2,Euro 6,Longitudinale Avant,306.0,225.0,84.0,89.6,ead0daec-558f-4138-8fb2-b0a6a46571e0
1.5dCi90,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,2000.0,200.0,8.0,18.8,Euro 6,Transversale Avant,90.0,66.0,76.0,80.5,c94aeff6-b73f-4caf-a724-818e4162bdb5
1800.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1832.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,0a27649e-a4cc-44b0-a306-8b72450d4d18
250.0,Essence,Monocylindre,Turbo à géométrie variable,Injection directe à rampe commune,250.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,0.0,0.0,78.0,52.3,8528f944-6a3b-4cc2-88d5-44794fe5adbd
1.4SI,Essence,Quatre cylindres en ligne,Compresseur volumétrique,Injection directe essence,1390.0,1500.0,200.0,16.0,10.0,Euro 4,Transversale Avant,122.0,90.0,76.5,75.6,313e7ef1-7cd3-479f-a527-1cd23a432474
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4200.0,152.0,16.0,10.0,Euro 4,Transversale Avant,115.0,83.0,79.5,80.5,2e884d26-c8cf-4555-86db-241597906b7a
2.016v,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection multipoints,1998.0,4100.0,190.0,16.0,11.0,Euro 6,Transversale,137.0,99.0,86.0,86.0,b2b4eb0d-403f-4cf7-ad45-c17a867bbfad
2.0DI150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1968.0,3500.0,340.0,16.0,16.0,Euro 6,Transversale Avant,150.0,110.0,81.0,95.5,139bf0ff-0852-4a3e-a162-296da68a3fbf
1.8,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection multipoints,1781.0,5700.0,225.0,20.0,9.3,Euro 6,Transversale Avant,163.0,120.0,81.0,86.4,87b476e8-061f-40fe-b81f-e966c4a3e91e
1.5dCi100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1461.0,1900.0,200.0,8.0,18.8,Euro 3,Transversale Avant,100.0,74.0,76.0,80.5,54f96755-b23a-40a4-a824-3813b697e0c3
2.0D112,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,270.0,16.0,16.5,Euro 5,Longitudinale Avant,112.0,82.0,84.0,90.0,6085ae04-99a9-465b-b8d3-6a5ff295b6c9
2.5dCi110,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection,2488.0,1600.0,250.0,15.58,16.5,Euro 6,Transversale Avant,110.0,81.0,89.0,100.0,f18d292d-87d0-46ae-8d37-3f0c69d7ab10
1.0SI95,Essence,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,999.0,5500.0,175.0,12.0,13.88,Euro 6,Transversale Avant,95.0,70.0,81.78,87.35,425ad8a8-326f-4443-8c0c-6ff3753bf14f
1.2urbo,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,1199.0,1750.0,205.0,12.0,13.88,Euro 6,Transversale Avant,100.0,74.0,81.78,87.35,5764d1d1-94ae-4535-991a-676646bbddf7
2.4,Essence,Cinq cylindres en ligne,Atmosphérique,Injection multipoints,2435.0,3750.0,220.0,20.0,10.3,Euro 6,Transversale Avant,140.0,103.0,83.0,90.0,6676388b-1f59-4e4b-a5f6-efc4eeecc674
701.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,693.0,6750.0,72.0,4.0,13.88,Euro 4,Transversale Avant,75.0,55.0,105.0,80.0,81c5687b-3e09-4041-bbbf-0f0d1fd2c7cd
2.0DI115,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,3250.0,300.0,16.0,13.88,Euro 6,Transversale Avant,115.0,85.0,81.78,87.35,11afc3ce-2396-4a3c-8aee-a9527a43eabf
220d,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1993.0,3600.0,440.0,16.0,15.5,Euro 6,Longitudinale Avant,200.0,147.0,82.0,92.3,9b3d604a-feb5-40bb-8437-4e826ed37c18
2.0BiDI240,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,1968.0,4000.0,500.0,16.0,13.88,Euro 6,Transversale Avant,240.0,177.0,81.78,87.35,7f7de4de-f234-4a0b-9896-0acdd972ea28
2.0DI198,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4000.0,450.0,16.0,13.88,Euro 6,Transversale Avant,198.0,146.0,81.78,87.35,e643b922-6987-4815-b54e-4a0b7daee140
1.9D90,Diesel,Quatre cylindres en ligne,Turbo,Injection,1905.0,3497.79,294.79,8.0,13.88,Euro 6,Transversale Avant,90.0,66.0,81.78,87.35,7edc0efc-605b-44f2-91a6-82beea69f6e9
1.6JD120,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1598.0,1750.0,320.0,16.0,16.5,Euro 6,Transversale Avant,120.0,88.0,79.5,80.5,dd0722a4-89ae-4424-9698-3ad460010d8d
2.0DI150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1968.0,3500.0,320.0,16.0,16.0,Euro 5,Transversale Avant,150.0,110.0,81.0,95.5,6b0ecbca-582b-4e0d-9594-b66f0fccbf5c
1.5BlueHDi130,Diesel,Quatre cylindres en ligne,Turbo,Injection directe par rampe commune,1499.0,1750.0,300.0,16.0,16.4,Euro 6,Transversale Avant,131.0,96.0,75.0,84.8,0e77b3be-3981-47ec-a6b9-b2504c193b0b
200d,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2143.0,3200.0,300.0,16.0,16.2,Euro 6,Transversale Avant,136.0,100.0,81.78,87.35,7f303693-30d2-4e12-9f9a-e1c5ae35c49c
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,5aff7b0a-0c1f-4a60-92f9-2576078f342a
3.0DI204,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2967.0,3200.0,450.0,24.0,16.8,Euro 5,Longitudinale Avant,204.0,150.0,83.0,91.4,9684c179-a70b-4398-83fa-d47044eed5d8
1.9dCi100,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1870.0,2000.0,240.0,8.0,18.3,Euro 6,Transversale Avant,100.0,74.0,80.0,93.0,dd479760-715e-4588-b61e-7a8ff28e2ee0
1.9DI100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,250.0,8.0,19.0,Euro 6,Transversale Avant,101.0,74.0,79.5,95.5,f18fec9e-e5f0-4999-940e-192192dd6e34
1.8,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection multipoints,1781.0,5700.0,225.0,20.0,9.3,Euro 6,Transversale Avant,163.0,120.0,81.0,86.4,88d0c560-bacc-4d99-bff9-24c94a30d26e
1.9DI130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,310.0,8.0,18.0,Euro 6,Transversale,130.0,96.0,79.5,95.5,b1fbbf04-be1c-4056-a03d-116d7f7ce07d
3.2FSI,Essence,Six cylindres en V,Atmosphérique,Injection directe essence,3197.0,3000.0,330.0,24.0,12.5,Euro 4,Longitudinale Avant,265.0,195.0,84.5,92.8,7fcb4223-3d15-4499-9a0a-73435035b7b2
125.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,125.0,7000.0,11.0,4.0,13.88,Euro 5,Transversale Avant,13.0,9.0,81.78,87.35,73f6adf3-a67b-47bb-8772-3e4258766711
1.1,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1086.0,2800.0,99.0,12.0,13.88,Euro 6,Transversale Avant,65.0,48.0,67.0,77.0,bc6fc58a-cb84-45a9-a3da-f573e0dc2442
2500.0,Essence,Trois cylindres en ligne,Turbo à géométrie variable,Injection électronique,2458.0,4000.0,221.0,12.0,13.88,Euro 5,Transversale Avant,167.0,123.0,110.2,85.9,6f4ab0c8-a2fb-4149-8c32-4eb05cfac4db
992.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,992.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,3c49ddec-05db-45b8-a8b9-4307b9d0af76
1730.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1731.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,a7ffa787-186e-44bd-9276-b03448bb0f81
2.0i245ch,Essence,Quatre cylindres,Turbo,Injection directe essence,1997.0,5000.0,350.0,16.0,10.0,Euro 6,Longitudinale Avant,245.0,180.0,84.0,90.1,bf233d3d-6850-47a1-98a8-23ae4542ac02
2.0i150ch,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1995.0,3600.0,200.0,16.0,10.5,Euro 4,Longitudinale Avant,150.0,110.0,84.0,90.0,c75b24b0-927a-409d-8bd3-eb066024db78
2.0,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection multipoints,1998.0,3250.0,270.0,16.0,9.0,Euro 4,Transversale Avant,165.0,120.0,82.7,93.0,61176cc7-b582-4413-8a18-dd92c01bfc5c
1.0SI110,Essence,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,999.0,5500.0,200.0,12.0,13.88,Euro 6,Transversale Avant,110.0,81.0,81.78,87.35,00dda7f3-8e27-4707-af51-c596fcc6e7d3
1.6,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1596.0,4000.0,150.0,16.0,11.0,Euro 6,Transversale Avant,100.0,74.0,79.0,81.0,7744a955-bd1e-48c9-947f-2fc7496d3130
1.6DI90,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,4200.0,230.0,16.0,16.5,Euro 5,Transversale Avant,90.0,66.0,79.5,80.5,26e129f3-2546-42e5-bd0e-2168568c0c31
2.5d177,Diesel,Six cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2497.0,2000.0,400.0,24.0,17.0,Euro 4,Longitudinale Avant,177.0,130.0,84.0,75.1,66b22a82-f049-4710-8d6f-fdcca43728d9
5.7V8,Essence,Huit cylindres en V,Atmosphérique,Injection multipoints,5654.0,4200.0,520.0,32.0,10.5,Euro 5,Longitudinale Avant,352.0,259.0,99.5,90.9,7d66b124-b13d-4cea-a058-d09047062762
3.5,Essence,Six cylindres en V,Atmosphérique,Injection multipoints,3724.0,2500.0,345.0,18.0,10.0,Euro 4,Longitudinale Avant,231.0,170.0,97.0,84.0,026f8119-688f-48dc-aca9-da486ac54c5e
821.0,Essence,Bicylindre en L,Turbo à géométrie variable,Injection électronique,821.0,7750.0,86.0,8.0,12.8,Euro 4,Transversale Avant,109.0,80.0,88.0,67.5,303306ab-b2c7-429b-a00e-8c8de543803f
2.0HDi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1997.0,1900.0,205.0,8.0,18.0,Euro 6,Transversale Avant,90.0,66.0,85.0,88.0,93a265e6-9c39-43c7-9f40-1409fb352555
2.4D180,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2442.0,2500.0,430.0,16.0,15.5,Euro 6,Longitudinale Avant,181.0,133.0,86.0,105.1,f36839f7-9446-4a3a-bca5-c4106e1366fc
2.0CDI195,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,1956.0,4000.0,400.0,16.0,13.88,Euro 5,Transversale Avant,195.0,143.0,83.0,90.4,b9820365-b780-4f47-8091-03a461f57ef0
2.0SI300,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1984.0,5300.0,400.0,16.0,13.88,Euro 6,Transversale Avant,300.0,221.0,81.78,87.35,530b74a1-e2fe-4ded-83e6-9c4df904c844
2.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,2157.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,185.0,136.0,81.78,87.35,6a37d598-abd7-4de7-a24f-ffeb4163d4ae
1.6CRDi128,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1582.0,4000.0,260.0,16.0,13.88,Euro 5,Transversale Avant,128.0,94.0,77.2,84.5,fcf0c912-994c-43a9-b0b1-5b3467ffe987
2.5,Essence,Cinq cylindres en ligne,Turbo Haute Pression,Injection multipoints,2521.0,1500.0,320.0,20.0,9.0,Euro 6,Transversale Avant,210.0,154.0,83.0,93.2,3659f1da-1c76-4725-afa4-e974824ea75d
1.2SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1197.0,5000.0,175.0,8.0,10.0,Euro 5,Transversale Avant,105.0,77.0,71.5,75.6,23f12cfb-7006-4fdd-9848-e475f6e26873
2.0CDI160,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1956.0,4000.0,350.0,16.0,13.88,Euro 5,Transversale Avant,160.0,118.0,83.0,90.4,f34f713c-9238-4549-8a72-6df8f9d2f5df
35is340ch,Essence,Six cylindres en ligne,Bi-Turbos,Injection directe essence,2979.0,5900.0,450.0,24.0,10.2,Euro 5,Longitudinale Avant,340.0,250.0,84.0,89.6,19ba8839-5187-4f2e-a2df-f943c3a54a0d
