Marque,Modele,Annee,Prix,Immatriculation,Vitesse_maximale,0_a_100_km/h,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Puissance_reelle_maxi_kW,Alesage,Course,Energie_Electrique,Energie_Essence,Energie_Gaz,Energie_Hybride,Norme_anti-pollution_Euro 3,Norme_anti-pollution_Euro 4,Norme_anti-pollution_Euro 5,Norme_anti-pollution_Euro 6,Norme_anti-pollution_nan,Architecture,Alimentation,Injection,Disposition_du_moteur,Puissance_reelle_maxi_ch,poids_a_vide,ptac,ptra,charge_utile,poids_tracte_freine,poids_tracte_non_freine,materiau_des_jantes_Alu,materiau_des_jantes_Aluminium,materiau_des_jantes_Enjoliveurs,materiau_des_jantes_Peintes,materiau_des_jantes_nan,types_de_pneumatiques,taille_des_roues_avant,taille_des_roues_arriere,type_de_roues_de_secours,nombre_de_places,volume_de_coffre,volume_de_coffre_utile,Mixte,Emission_de_CO2,Cycle_urbain,Extra_urbain,Boite_de_vitesses,Mode_de_transmission,puissance_commerciale,puissance_fiscale,consommation_mixte,emission_de_co2,energie_Electrique,energie_Essence,energie_Gaz,energie_Hybride,boite_de_vitesses_Manuelle,carrosserie,longueur,largeur,hauteur,empattement,reservoir,porte_a_faux_avant,porte_a_faux_arriere,voies_avant,voies_arriere,garde_au_sol
26925438.46925379,26536169.173755355,25832107.02046782,32762076,bbc2d1cc-f5df-4648-97b9-e1418ac10310,205.0,9.2,2400.0,4000.0,420.0,20.0,16.5,133.0,81.0,93.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26012059.007075477,27912203.44233807,26680972.63857678,16749752.8591224,27113612.208505984,1711.0,2390.0,5236.0,972.6,2100.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,30903820.282755885,30903820.282755885,28263347.843927357,5.0,840.0,1600.0,5.3,139.0,6.1,4.8,24202373.90138675,41172700.47964377,187.6,9.0,5.3,139.0,0.0,0.0,0.0,0.0,1.0,25809557.077395577,4.84,1.87,2.09,2.82,70.0,0.979,1.045,1.614,1.58,210.0
6922408.001760564,21143337.21571578,17543282.207104065,914694,db0b9988-4e24-4142-8a49-a075600bbf11,57.0,16.12,50.0,6700.0,72.2,4.8,11.96,0.0,46.260000000000005,44.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8798244.211382125,12179055.95026178,7645246.457534265,16749752.8591224,5304579.614093546,97.6,1256.0,2109.0,433.8,790.0,489.0,0.0,0.0,0.0,0.0,1.0,16426158.864086408,14142998.07117853,14149700.4009324,19476528.53862105,5.0,232.4,1058.4,2.66,61.0,8.419999999999998,5.28,2232150.4466731064,7465621.600713013,66.4,0.0,0.6,111.6,0.0,1.0,0.0,0.0,0.0,2236049.3114163224,1.862,2.172,1.0539999999999998,1.2799999999999998,6.6,0.7492,0.6386,1.3328,1.3279999999999998,172.0
44721675.53400598,42993557.97057076,28099849.68378378,96143040,ebbbfcf1-c296-4008-a422-eb7e1ee28c17,220.0,6.9,1997.0,5500.0,640.0,16.0,9.5,221.0,83.0,92.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,31460359.978947368,38283176.946385056,45007900.95616484,2671.0,3250.0,5750.0,579.0,2500.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,43680858.43886253,43680858.43886253,24715394.52808989,5.0,479.0,1075.0,3.2,69.0,17.22,9.12,56590681.6535342,41172700.47964377,404.0,17.0,3.2,69.0,0.0,0.0,0.0,1.0,0.0,30891361.42266824,5.2,1.98,1.87,3.12,90.0,0.883,1.195,1.69,1.683,221.0
17044474.43054762,23959866.5041818,27236479.628398698,28642614,2270089d-f76b-4688-8a70-02215b60489d,225.0,8.9,1598.0,3000.0,520.0,16.0,10.18,133.0,83.32000000000001,80.52000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27093654.66564013,25432239.11804961,31460359.978947368,21681371.152758133,30130589.349512663,1810.0,2285.0,3485.0,475.0,1200.0,600.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,29699922.47580094,29699922.47580094,28263347.843927357,5.0,390.0,1528.0,8.58,31.0,9.46,5.860000000000001,36789851.15366431,19470409.71635553,225.0,10.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,30891361.42266824,4.48,1.91,1.61,2.68,43.0,0.933,0.869,1.579,1.587,159.2
21586736.28467383,22273384.882093683,26206137.576086953,14221158,ede4c9b6-559a-4762-b77f-f4a0b9fc3d9a,172.0,13.4,1198.0,1250.0,150.0,12.0,10.2,55.0,78.0,83.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305783,30536239.086159077,31460359.978947368,21681371.152758133,10072201.053018428,1150.0,1680.0,2790.6,530.0,1108.0,591.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,15734599.806018466,22874620.94592193,28263347.843927357,5.0,278.0,941.0,5.2,121.0,6.6,4.3,24202373.90138675,19470409.71635553,75.0,4.0,5.2,121.0,0.0,1.0,0.0,0.0,1.0,15662558.052013423,3.98,1.73,1.43,2.57,40.0,0.749,0.666,1.4994,1.5032000000000003,146.0
17407682.681198917,20221245.42218505,23781795.36986361,22299844,019faf23-d0cb-4216-a0cb-80117e2a9f77,220.0,9.8,1995.0,2000.0,360.0,16.0,16.0,127.0,84.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,24288583.64516321,1536.0,2076.0,3576.0,548.0,1500.0,650.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,23655273.15596369,23655273.15596369,25133822.87264151,5.0,450.0,1377.0,5.7,150.0,7.4,4.8,29295262.692050077,19470409.71635553,175.0,10.0,5.7,150.0,0.0,0.0,0.0,0.0,0.0,32785312.074572127,4.7,1.81,1.45,2.76,66.0,1.014,0.925,1.557,1.512,120.0
28422910.714670256,31857436.093602788,30877703.818191182,32864896,0eaad139-322c-4aec-8628-d10b6466e05b,221.6,8.6,1997.0,2430.0,360.0,16.0,16.240000000000002,96.0,85.4,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,26238120.61620093,2019.0,3500.0,5325.0,1377.0,2800.0,750.0,0.0,0.0,0.0,0.0,0.0,28948644.35253828,33488414.640311062,33488414.640311062,28263347.843927357,3.0,498.0,1358.0,7.6800000000000015,196.6,8.1,5.26,24202373.90138675,19470409.71635553,130.0,7.0,0.0,153.6,0.0,0.0,0.0,0.0,1.0,31063938.40633433,5.53,2.06,2.55,3.3,70.0,1.023,1.208,1.584,1.5848,167.4
15242921.062580578,22366436.982572157,30877703.818191182,15983780,5f9a50a2-c19a-4707-8969-4bf8f3e18df4,182.0,11.5,999.0,5000.0,175.0,12.0,11.5,70.0,74.5,76.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305783,25432239.11804961,31460359.978947368,21681371.152758133,14827864.65085902,1191.0,1710.0,2710.0,519.0,1000.0,590.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,23293321.11873374,23145718.1898507,28263347.843927357,5.0,400.0,1280.0,5.3,124.0,7.4,4.84,14065157.677058354,19470409.71635553,95.0,5.0,5.3,124.0,0.0,1.0,0.0,0.0,1.0,30891361.42266824,4.15,1.78,1.54,2.57,40.0,0.809,0.779,1.513,1.495,145.4
28422910.714670256,25298121.51235184,23781795.36986361,29984611,392c4a76-898d-4f19-8f18-f4d91cbbcd28,196.0,9.7,2298.0,1500.0,350.0,16.0,17.8,107.0,95.8,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,16749752.8591224,27609747.672835648,1741.6,3500.0,5115.0,927.2,3000.0,750.0,0.0,0.0,0.0,0.0,0.0,28948644.35253828,35337974.2086618,35337974.2086618,22727267.49712092,3.0,645.2,3530.0,5.7,249.0,8.06,5.7,24202373.90138675,33864912.690795355,150.0,6.0,5.92,99.0,0.0,0.0,0.0,0.0,1.0,28592425.153789677,6.1,2.07,2.28,3.68,105.0,0.918,1.575,1.662,1.6524,161.4
33414975.833659492,27536323.29965412,22283174.071701623,16275548,c555feb2-8f1f-4f0e-af54-6959caa6781f,187.6,11.42,1799.0,3720.0,199.6,12.8,12.22,90.0,85.28,90.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,19406938.01574803,20898796.57357366,16749752.8591224,20725581.670760702,1287.4,1802.0,2942.0,508.6,1210.0,624.0,0.0,0.0,0.0,0.0,1.0,16426158.864086408,14142998.07117853,14149700.4009324,19476528.53862105,4.8,364.2,1117.0,5.760000000000001,140.4,6.959999999999999,4.639999999999999,14065157.677058354,33864912.690795355,130.0,7.0,7.62,153.8,0.0,1.0,0.0,0.0,1.0,32785312.074572127,4.326,1.7759999999999998,1.48,2.588,53.6,0.9718,0.8645999999999999,1.5234,1.5086,139.2
33414975.833659492,27536323.29965412,27790114.49764151,28408933,0257a120-daf1-4bc5-a674-530794807475,231.0,7.5,2143.0,3000.0,400.0,16.0,16.8,125.0,85.6,89.32000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,38283176.946385056,28607188.75370937,1615.0,2190.0,3990.0,575.0,1800.0,749.0,0.0,1.0,0.0,0.0,0.0,16426158.864086408,20207049.157216363,20194025.929681484,28263347.843927357,5.0,490.0,1417.2,4.3,108.0,5.2,3.7,47314850.72588492,33864912.690795355,170.0,9.0,4.3,108.0,0.0,0.0,0.0,0.0,0.0,25809557.077395577,4.7,1.83,1.46,2.84,66.0,0.79,1.072,1.584,1.566,161.8
34756270.88790035,38622368.76854405,24852220.377142854,38256918,827fcb8b-302c-4bab-9432-70f5515643c1,250.0,6.0,1998.0,5200.0,350.0,16.0,10.2,185.0,82.0,94.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,30536239.086159077,31460359.978947368,16749752.8591224,34336951.3497265,1595.0,2270.0,4270.0,690.0,2000.0,750.0,0.0,1.0,0.0,0.0,0.0,25234605.32917772,31961403.98694005,31899350.92661913,28263347.843927357,5.0,530.0,3902.4,6.0,137.0,7.4,5.2,56590681.6535342,41172700.47964377,252.0,15.0,6.0,137.0,0.0,1.0,0.0,0.0,0.0,32785312.074572127,4.94,1.87,1.48,2.98,68.0,0.862,1.099,1.605,1.63,139.0
44031299.97188469,25275636.28361683,24852220.377142854,31446786,0a19522f-94c7-437a-a6fb-6f7969146f7f,225.0,7.9,1999.0,1500.0,500.0,16.0,16.3,177.0,83.6,90.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,16749752.8591224,32301374.641058803,1650.0,2260.0,5102.0,610.0,2220.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,23293321.11873374,23145718.1898507,28263347.843927357,5.0,455.0,1634.2,5.2,137.0,6.4,4.5,56590681.6535342,41172700.47964377,240.0,14.0,5.2,137.0,0.0,0.0,0.0,0.0,0.0,32785312.074572127,4.69,1.85,1.42,2.84,56.0,0.9326,1.0526,1.602,1.603,119.0
16585205.985079305,21947209.10654792,22318051.363480873,17225628,2a0b6606-7f98-4e92-a882-ea23e89550f5,213.0,8.8,1598.0,1400.0,240.0,16.0,10.5,110.0,77.0,85.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,25432239.11804961,31460359.978947368,21681371.152758133,25103235.304740407,1389.0,1815.0,3215.0,647.0,1650.0,704.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,19219847.23333333,19158817.717391305,24715394.52808989,5.0,348.0,1201.0,7.1,167.0,9.8,5.6,14065157.677058354,19470409.71635553,150.0,9.0,7.1,167.0,0.0,1.0,0.0,0.0,1.0,15662558.052013423,4.28,1.82,1.5,2.61,60.0,0.926,0.742,1.536,1.531,141.0
19010683.28224305,22955804.53104219,30877703.818191182,18227118,39c32cde-3e7e-40c3-8eef-55844aabceb3,191.0,9.8,999.0,1750.0,210.0,12.0,10.4,92.0,71.47999999999999,84.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16131529.103305783,27912203.44233807,31460359.978947368,21681371.152758133,20111375.11423069,1280.0,1760.0,2860.0,480.0,1100.0,640.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,23554439.790083915,23564748.241778325,25133822.87264151,5.0,456.0,1216.0,5.3,121.0,7.6,5.0,24202373.90138675,19470409.71635553,125.0,6.0,5.3,121.0,0.0,1.0,0.0,0.0,1.0,30891361.42266824,4.19,1.81,1.54,2.59,42.0,1.562,1.523,1.5239999999999998,1.5208,128.4
28422910.714670256,32727007.52051869,23781795.36986361,23202520,81a37cce-667f-4bac-9f2a-da829d0f6584,201.4,11.04,2287.0,1800.0,320.0,16.0,15.960000000000004,93.0,88.8,91.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,16749752.8591224,25078866.205913235,1684.2,3500.0,3193.0,695.0,2000.0,750.0,0.0,0.0,0.0,0.0,0.0,16426158.864086408,29279162.85987592,29279162.85987592,25133822.87264151,3.0,483.6,1257.2,7.5,196.0,8.879999999999999,5.24,24202373.90138675,33864912.690795355,126.0,8.0,7.5,140.0,0.0,0.0,0.0,0.0,1.0,27417819.348810643,7.37,2.0,2.3,3.75,70.0,0.9536,1.0228000000000002,1.5554,1.5361999999999998,182.6
33414975.833659492,40606197.54204787,28099849.68378378,47103413,623658c4-7d2b-46ac-9b82-37955dff9d79,250.0,5.7,2925.0,3400.0,600.0,24.0,16.3,210.0,83.8,90.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40563542.01660886,25432239.11804961,26680972.63857678,38283176.946385056,45809406.88648735,1935.0,2605.0,4705.0,670.0,2100.0,750.0,0.0,1.0,0.0,0.0,0.0,37388481.48946739,39701519.36512044,37448521.44474015,28263347.843927357,5.0,640.0,1711.6,5.5,145.0,7.74,5.62,47314850.72588492,33864912.690795355,257.0,17.0,5.5,145.0,0.0,0.0,0.0,0.0,0.0,25809557.077395577,4.93,1.85,1.48,2.94,66.0,0.8526,1.134,1.616,1.619,168.8
18435068.172499865,22144433.263065703,26206137.576086953,20764226,76b630f3-2448-42da-9ded-02d792563ef7,185.0,11.4,1598.0,4000.0,270.0,16.0,16.5,82.0,78.0,83.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,20342929.7945629,1460.0,2040.0,3640.0,580.0,1600.0,500.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,21399671.091601733,21399671.091601733,24715394.52808989,5.0,509.0,1581.4,4.2,109.0,5.1,3.7,24202373.90138675,19470409.71635553,112.0,6.0,4.2,109.0,0.0,0.0,0.0,0.0,1.0,32785312.074572127,4.75,1.81,1.48,2.7,60.0,0.98,1.03,1.55,1.54,140.0
28422910.714670256,24018071.506080642,30877703.818191182,30232980,a576a55a-324e-44a3-a577-4327d2589fe1,175.0,10.7,2755.0,3000.0,500.0,16.0,15.6,150.0,92.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,16749752.8591224,36509985.77762659,2165.0,3150.0,6200.0,985.0,3500.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,27641675.047069844,27641675.047069844,22727267.49712092,4.0,518.8,4807.2,9.2,242.0,7.219999999999999,5.139999999999999,29295262.692050077,25517806.32511886,204.0,9.0,9.2,170.4,0.0,0.0,0.0,0.0,0.0,24382972.596073616,5.33,1.86,1.81,3.09,80.0,1.0,1.245,1.54,1.55,289.0
26925438.46925379,27015645.7364718,24852220.377142854,39892685,8629c1df-88cc-4d81-9045-c8b8dec1f4cd,225.0,8.7,1969.0,4250.0,400.0,16.0,15.8,140.0,82.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,50516393.43037311,28931117.84985374,21681371.152758133,32552829.481692765,1856.4,2380.0,4819.0,580.6,2200.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,31961403.98694005,31899350.92661913,28263347.843927357,5.0,560.0,1526.0,4.9,128.0,5.7,4.4,36789851.15366431,41172700.47964377,190.0,10.0,4.9,128.0,0.0,0.0,0.0,0.0,0.0,25809557.077395577,4.94,1.88,1.48,2.94,60.0,0.873,1.122,1.628,1.629,170.2
17407682.681198917,16084410.532765275,21783468.969770566,15523095,ee91fac1-abc3-4b18-ac79-aa81b4d9ee9e,205.0,9.5,1870.0,1750.0,300.0,8.0,16.6,96.0,80.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,20320639.538488705,1310.0,1813.0,3113.0,425.0,1300.0,690.0,0.0,0.0,0.0,0.0,0.0,20595607.53743471,19219847.23333333,19158817.717391305,22727267.49712092,5.0,405.0,1162.0,5.1,134.0,6.2,4.4,24202373.90138675,19470409.71635553,130.0,7.0,5.1,134.0,0.0,0.0,0.0,0.0,1.0,15662558.052013423,4.3,1.81,1.47,2.64,60.0,0.862,0.792,1.546,1.547,120.0
20951047.019662928,17073545.00851495,17897345.95668386,15055733,4f07e22e-5a91-4f60-b6f0-81413602debb,206.0,8.9,1984.0,3500.0,200.0,16.0,11.5,110.0,82.5,92.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,19406938.01574803,31460359.978947368,21681371.152758133,25103235.304740407,1242.0,1810.0,3210.0,568.0,1400.0,650.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,19219847.23333333,19158817.717391305,24715394.52808989,5.0,350.0,1305.0,7.2,173.0,10.1,5.6,24202373.90138675,19470409.71635553,117.6,9.0,7.2,173.0,0.0,1.0,0.0,0.0,1.0,15662558.052013423,4.2,1.76,1.49,2.58,55.0,0.88,0.746,1.539,1.528,125.0
31031528.94953271,34499058.44932728,30959232.789224587,44606365,78537fe4-f7d4-43f0-9279-a5579de7b82c,210.0,7.9,1968.0,3800.0,400.0,16.0,16.18,150.0,83.2,94.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,38283176.946385056,36509985.77762659,1765.0,2180.0,3880.0,415.0,1700.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,35894302.33067441,35794428.09728592,28263347.843927357,4.0,380.0,4271.2,5.8,152.0,8.84,6.18,29809416.300904974,19470409.71635553,204.0,11.0,5.8,152.0,0.0,0.0,0.0,0.0,0.0,32627832.80356511,4.7,1.85,1.38,2.76,54.0,0.898,1.035,1.587,1.568,166.6
28422910.714670256,27195525.194344558,28099849.68378378,30004640,9df8a1af-b96a-48c3-9101-e4ca2f421604,196.8,8.6,2287.0,1800.0,320.0,16.0,16.2,96.0,88.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,21681371.152758133,26238120.61620093,1915.0,3500.0,5205.0,930.2,2500.0,750.0,0.0,0.0,0.0,0.0,0.0,28948644.35253828,29627329.50411356,29627329.50411356,22727267.49712092,2.0,478.4,5236.0,7.4,160.6,7.459999999999999,5.539999999999999,24202373.90138675,19470409.71635553,130.0,8.0,7.4,99.0,0.0,0.0,0.0,0.0,1.0,28592425.153789677,5.94,2.05,2.25,4.04,90.0,0.948,0.96,1.81,1.79,175.4
23321310.093812596,23097522.420764558,17543282.207104065,19829502,6fbaee73-e305-4d79-a5f6-c541475caf49,210.0,10.7,1988.0,2000.0,240.0,16.0,9.5,110.0,86.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,16466949.303909805,18940612.851445664,21681371.152758133,25103235.304740407,1530.0,2060.0,3660.0,530.0,1600.0,707.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,21964323.75440043,21964323.75440043,24715394.52808989,5.0,450.0,1306.2,9.2,221.0,13.0,7.0,24881245.477915,19470409.71635553,153.0,10.0,9.2,184.0,0.0,1.0,0.0,0.0,0.0,32785312.074572127,4.64,1.76,1.47,2.68,58.0,0.965,0.995,1.524,1.506,120.8
20951047.019662928,17073545.00851495,14389060.445840484,16091941,2f89785b-0687-4093-b757-eafaa3d4b51d,192.8,10.66,1781.0,2700.0,284.0,20.0,16.36,110.0,77.4,90.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23072341.52934103,25432239.11804961,20898796.57357366,16749752.8591224,25103235.304740407,1456.2,2104.8,2906.0,715.8,1660.0,658.0,0.0,0.0,0.0,0.0,1.0,16426158.864086408,14142998.07117853,14149700.4009324,19476528.53862105,3.8,394.8,1357.6,5.06,134.0,7.519999999999999,5.0,14065157.677058354,19470409.71635553,117.4,9.0,3.12,108.2,0.0,1.0,0.0,0.0,1.0,15662558.052013423,4.488,1.7719999999999998,1.622,2.746,52.4,0.8380000000000001,0.9056,1.5304,1.5228000000000002,155.2
26925438.46925379,23850411.734661404,16530007.178563312,21720983,b074e9a1-2883-4701-a029-d36183709331,212.6,8.98,2461.0,3130.0,310.0,11.2,18.2,103.0,81.3,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26012059.007075477,25432239.11804961,18927839.747107603,16749752.8591224,21464098.990968496,1541.4,2465.0,3645.4,590.4,2080.0,720.0,0.0,0.0,0.0,0.0,1.0,16426158.864086408,14142998.07117853,14149700.4009324,19476528.53862105,4.6,430.4,1156.4,6.62,168.8,8.739999999999998,5.38,14065157.677058354,19470409.71635553,147.4,7.0,6.660000000000001,158.2,0.0,0.0,0.0,0.0,1.0,32785312.074572127,4.67,1.87,1.668,2.716,65.4,0.9094,0.9388,1.5750000000000002,1.5636,151.6
44721675.53400598,37550999.98119587,27790114.49764151,64228892,f04748ad-7b16-436a-a072-62336d4116e5,225.0,7.2,4367.0,3500.0,740.0,32.0,16.1,249.0,84.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72432422.32934584,50516393.43037311,26680972.63857678,38283176.946385056,31248406.077892613,2443.0,3200.0,6700.0,757.0,3500.0,750.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,43680858.43886253,43680858.43886253,24715394.52808989,5.0,489.0,784.0,9.3,243.0,14.76,8.42,56590681.6535342,41172700.47964377,339.0,24.0,9.3,243.0,0.0,0.0,0.0,0.0,0.0,30891361.42266824,4.88,1.98,1.8,2.92,86.0,0.879,1.077,1.693,1.686,278.0
15242921.062580578,23415611.970623296,21846676.895059973,19569115,a822a8d4-d179-4a5f-ad5d-a79a47b4b70c,225.0,8.6,1798.0,4500.0,250.0,16.0,9.6,118.0,82.5,84.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23072341.52934103,25432239.11804961,31460359.978947368,38283176.946385056,23680251.431862675,1495.0,1980.0,3443.6,581.4,1500.0,684.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,24415846.830128152,24041486.527868904,19476528.53862105,5.0,460.0,1971.4,7.3,169.0,10.2,5.6,24202373.90138675,19470409.71635553,141.0,9.0,7.3,169.0,0.0,1.0,0.0,0.0,1.0,32785312.074572127,4.66,1.77,1.43,2.64,70.0,0.9162,0.8496,1.522,1.523,142.4
6922408.001760564,20977198.13940746,28099849.68378378,1468184,0d78b21a-7ce2-4ce1-8614-54d47ede36f2,57.0,16.12,50.0,6700.0,72.2,4.0,12.02,0.0,46.260000000000005,44.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3858695.327737196,12179055.95026178,7645246.457534265,16749752.8591224,7296286.949926859,110.0,1256.0,2109.0,433.8,790.0,489.0,0.0,0.0,0.0,0.0,1.0,16426158.864086408,14142998.07117853,14149700.4009324,19476528.53862105,5.0,232.4,1058.4,2.66,61.0,8.420000000000002,5.28,10725118.066160789,7465621.600713013,66.4,0.0,0.0,111.6,0.0,1.0,0.0,0.0,1.0,8815288.687960688,1.934,2.166,1.106,1.3079999999999998,8.0,0.7492,0.6386,1.3328,1.3279999999999998,172.0
28422910.714670256,24895374.564460818,21846676.895059973,28549142,bcb6d89a-4039-4940-a843-27568bad4666,191.0,10.8,1798.0,3650.0,230.0,16.0,9.6,88.0,82.5,84.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,31460359.978947368,21681371.152758133,19422344.03594905,1515.0,2085.0,4555.6,775.4,1300.0,750.0,0.0,1.0,0.0,0.0,0.0,20595607.53743471,31782635.22166923,31782635.22166923,19476528.53862105,5.0,490.0,1430.0,7.5,174.0,9.6,6.3,24738813.08485938,23907355.028741237,120.0,9.0,7.5,139.0,0.0,1.0,0.0,0.0,0.0,17206090.74705873,4.7,1.83,1.44,2.81,65.0,0.866,1.029,1.564,1.551,156.6
14139072.978244826,22027940.62163309,20170005.34561081,11210011,3879827e-3833-4537-a7b8-c078fdf158d4,173.0,12.5,1248.0,1750.0,200.0,16.0,17.6,66.0,69.6,82.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23072341.52934103,26276015.74640598,26680972.63857678,21681371.152758133,13322549.713302333,1200.0,1700.0,2762.6,474.6,1080.0,687.0,0.0,0.0,0.0,0.0,0.0,20595607.53743471,15823662.90115542,15823662.90115542,24715394.52808989,5.0,320.0,1420.0,4.9,131.0,6.3,4.2,14065157.677058354,19470409.71635553,96.2,5.0,4.9,131.0,0.0,0.0,0.0,0.0,1.0,23426411.04068857,3.93,1.7,1.66,2.51,47.0,0.794,0.628,1.434,1.424,168.4
26925438.46925379,22066587.802729808,26206137.576086953,23775373,5440350f-1bd4-437c-93ab-737dacaccb6e,190.0,10.5,1969.0,3750.0,280.0,16.0,16.0,88.0,82.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,27912203.44233807,26680972.63857678,21681371.152758133,19422344.03594905,1378.0,1995.0,3495.0,617.0,1500.0,700.0,0.0,1.0,0.0,0.0,0.0,28948644.35253828,24415846.830128152,24041486.527868904,28263347.843927357,5.0,615.0,1032.0,3.8,101.0,4.4,3.5,35024646.505911104,19470409.71635553,120.0,7.0,3.8,101.0,0.0,0.0,0.0,0.0,0.0,15662558.052013423,4.37,1.78,1.42,2.65,62.0,0.908,0.815,1.559,1.546,170.6
28422910.714670256,27446078.2977724,28882486.206582833,34058672,27b395c7-ea0d-40b1-8ce2-70915b159b30,201.0,10.1,2287.0,1400.0,350.0,16.0,16.2,96.0,84.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23072341.52934103,25432239.11804961,26680972.63857678,21681371.152758133,26238120.61620093,2095.0,3500.0,6500.0,1405.0,3000.0,750.0,0.0,0.0,0.0,0.0,0.0,28948644.35253828,26713333.37704335,26713333.37704335,22727267.49712092,2.0,458.0,1965.8,7.4,215.0,9.32,6.16,24202373.90138675,19470409.71635553,130.0,8.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,31063938.40633433,6.36,2.05,2.52,4.04,75.0,0.948,1.38,1.81,1.79,148.6
